Field,StrategyOrDate,PRICE_LOWER_LIMIT,TOP_N_COUNT,Value
AggReturn,2020-03-13 00:00:00,300,8,0.0404237966630252
AggReturn,2020-03-13 00:00:00,500,12,-0.0063558460133501
AggReturn,2020-03-13 00:00:00,500,16,0.0009953481776121
AggReturn,2020-03-13 00:00:00,500,4,0.0012846336522242
AggReturn,2020-03-13 00:00:00,500,8,-0.0186693701453169
AggReturn,2020-03-13 00:00:00,800,12,-0.0184872950529861
AggReturn,2020-03-13 00:00:00,800,16,-0.0421783399048928
AggReturn,2020-03-13 00:00:00,800,4,-0.033113851072955
AggReturn,2020-03-13 00:00:00,800,8,-0.034936108007417
AggReturn,2020-03-16 00:00:00,1200,12,-0.0936963779837955
AggReturn,2020-03-16 00:00:00,1200,16,-0.0936963779837955
AggReturn,2020-03-16 00:00:00,1200,4,-0.0866359919771665
AggReturn,2020-03-16 00:00:00,1200,8,-0.0936963779837955
AggReturn,2020-03-16 00:00:00,300,12,-0.0840441680931783
AggReturn,2020-03-16 00:00:00,300,16,-0.0747717609763308
AggReturn,2020-03-16 00:00:00,300,4,-0.1411548289882221
AggReturn,2020-03-16 00:00:00,300,8,-0.1075042095754635
AggReturn,2020-03-16 00:00:00,500,12,-0.0653982160740821
AggReturn,2020-03-16 00:00:00,500,16,-0.072315189800206
AggReturn,2020-03-16 00:00:00,500,4,-0.0806544388113696
AggReturn,2020-03-16 00:00:00,500,8,-0.0562542700418222
AggReturn,2020-03-16 00:00:00,800,12,-0.0694882852582586
AggReturn,2020-03-16 00:00:00,800,16,-0.0792021711104543
AggReturn,2020-03-16 00:00:00,800,4,-0.0636100546796234
AggReturn,2020-03-16 00:00:00,800,8,-0.0611480073708133
AggReturn,2020-03-17 00:00:00,1200,12,0.032099127888203
AggReturn,2020-03-17 00:00:00,1200,16,0.032099127888203
AggReturn,2020-03-17 00:00:00,1200,4,-0.0010072896427884
AggReturn,2020-03-17 00:00:00,1200,8,0.032099127888203
AggReturn,2020-03-17 00:00:00,300,12,-0.0235523036080283
AggReturn,2020-03-17 00:00:00,300,16,-0.0247255459740807
AggReturn,2020-03-17 00:00:00,300,4,0.0079151582456257
AggReturn,2020-03-17 00:00:00,300,8,-0.0131658095480025
AggReturn,2020-03-17 00:00:00,500,12,-0.0207562854012461
AggReturn,2020-03-17 00:00:00,500,16,-0.0065776427550549
AggReturn,2020-03-17 00:00:00,500,4,-0.0359502929507908
AggReturn,2020-03-17 00:00:00,500,8,-0.0417448263519241
AggReturn,2020-03-17 00:00:00,800,12,-0.0132301870757675
AggReturn,2020-03-17 00:00:00,800,16,0.0247329455101269
AggReturn,2020-03-17 00:00:00,800,4,-0.058778964148529
AggReturn,2020-03-17 00:00:00,800,8,-0.0195739667374557
AggReturn,2020-03-18 00:00:00,1200,12,-0.0214326388089858
AggReturn,2020-03-18 00:00:00,1200,16,-0.0214326388089858
AggReturn,2020-03-18 00:00:00,1200,4,-0.0156222307214341
AggReturn,2020-03-18 00:00:00,1200,8,-0.0214326388089858
AggReturn,2020-03-18 00:00:00,300,12,-0.0577240157011331
AggReturn,2020-03-18 00:00:00,300,16,-0.0447986961750861
AggReturn,2020-03-18 00:00:00,300,4,-0.0846277042202537
AggReturn,2020-03-18 00:00:00,300,8,-0.085735998143364
AggReturn,2020-03-18 00:00:00,500,12,-0.0345114998509235
AggReturn,2020-03-18 00:00:00,500,16,-0.0424724530757326
AggReturn,2020-03-18 00:00:00,500,4,-0.0610659133173414
AggReturn,2020-03-18 00:00:00,500,8,-0.0406961656375421
AggReturn,2020-03-18 00:00:00,800,12,-0.0248083043204648
AggReturn,2020-03-18 00:00:00,800,16,-0.0152493908176915
AggReturn,2020-03-18 00:00:00,800,4,-0.041582190831164
AggReturn,2020-03-18 00:00:00,800,8,-0.0396843101468479
AggReturn,2020-03-19 00:00:00,1200,12,-0.0078206195327598
AggReturn,2020-03-19 00:00:00,1200,16,-0.0078206195327598
AggReturn,2020-03-19 00:00:00,1200,4,-0.0347112697491654
AggReturn,2020-03-19 00:00:00,1200,8,-0.0078206195327598
AggReturn,2020-03-19 00:00:00,300,12,-0.0108233014056087
AggReturn,2020-03-19 00:00:00,300,16,-0.0335076489086613
AggReturn,2020-03-19 00:00:00,300,4,-0.0286094228381441
AggReturn,2020-03-19 00:00:00,300,8,-0.0041273828240325
AggReturn,2020-03-19 00:00:00,500,12,-0.0474914380467039
AggReturn,2020-03-19 00:00:00,500,16,-0.0641363901890735
AggReturn,2020-03-19 00:00:00,500,4,-0.0258388880040993
AggReturn,2020-03-19 00:00:00,500,8,-0.0547819103416795
AggReturn,2020-03-19 00:00:00,800,12,-0.0525602137353568
AggReturn,2020-03-19 00:00:00,800,16,0.0513969959190424
AggReturn,2020-03-19 00:00:00,800,4,-0.0106119551392467
AggReturn,2020-03-19 00:00:00,800,8,-0.0521253385893576
AggReturn,2020-03-20 00:00:00,1200,12,0.0030581219751396
AggReturn,2020-03-20 00:00:00,1200,16,0.0030581219751396
AggReturn,2020-03-20 00:00:00,1200,4,0.0601704099119992
AggReturn,2020-03-20 00:00:00,1200,8,0.0030581219751396
AggReturn,2020-03-20 00:00:00,300,12,0.0918612404638273
AggReturn,2020-03-20 00:00:00,300,16,0.0860177126856196
AggReturn,2020-03-20 00:00:00,300,4,0.1139942450164812
AggReturn,2020-03-20 00:00:00,300,8,0.1163182776168922
AggReturn,2020-03-20 00:00:00,500,12,0.0733922061335944
AggReturn,2020-03-20 00:00:00,500,16,0.0663592167885542
AggReturn,2020-03-20 00:00:00,500,4,0.1368868442163875
AggReturn,2020-03-20 00:00:00,500,8,0.094900042337193
AggReturn,2020-03-20 00:00:00,800,12,0.0548312913421341
AggReturn,2020-03-20 00:00:00,800,16,0.0184277323991934
AggReturn,2020-03-20 00:00:00,800,4,0.0885624696935138
AggReturn,2020-03-20 00:00:00,800,8,0.0702905798926264
AggReturn,2020-03-23 00:00:00,1200,12,-0.0041903198490182
AggReturn,2020-03-23 00:00:00,1200,16,-0.0041903198490182
AggReturn,2020-03-23 00:00:00,1200,4,-0.0574096428050524
AggReturn,2020-03-23 00:00:00,1200,8,-0.0041903198490182
AggReturn,2020-03-23 00:00:00,300,12,-0.0645947120701376
AggReturn,2020-03-23 00:00:00,300,16,-0.0601503146864987
AggReturn,2020-03-23 00:00:00,300,4,-0.0286177090477232
AggReturn,2020-03-23 00:00:00,300,8,-0.0565348258562864
AggReturn,2020-03-23 00:00:00,500,12,-0.0599288320990042
AggReturn,2020-03-23 00:00:00,500,16,-0.0479908780205932
AggReturn,2020-03-23 00:00:00,500,4,-0.0591299801549137
AggReturn,2020-03-23 00:00:00,500,8,-0.0508539384541874
AggReturn,2020-03-23 00:00:00,800,12,-0.0495378347129128
AggReturn,2020-03-23 00:00:00,800,16,-0.0485915981318309
AggReturn,2020-03-23 00:00:00,800,4,-0.0770558695103558
AggReturn,2020-03-23 00:00:00,800,8,-0.0512941843718539
AggReturn,2020-03-24 00:00:00,1200,12,0.0289696767967
AggReturn,2020-03-24 00:00:00,1200,16,0.0289696767967
AggReturn,2020-03-24 00:00:00,1200,4,0.0246086637821259
AggReturn,2020-03-24 00:00:00,1200,8,0.0289696767967
AggReturn,2020-03-24 00:00:00,300,12,0.0470236136035204
AggReturn,2020-03-24 00:00:00,300,16,0.0457124357652981
AggReturn,2020-03-24 00:00:00,300,4,0.0632898687102891
AggReturn,2020-03-24 00:00:00,300,8,0.0578706232412474
AggReturn,2020-03-24 00:00:00,500,12,0.0263765087242425
AggReturn,2020-03-24 00:00:00,500,16,0.0225919387135302
AggReturn,2020-03-24 00:00:00,500,4,0.0386583114215779
AggReturn,2020-03-24 00:00:00,500,8,0.0317518542055254
AggReturn,2020-03-24 00:00:00,800,12,0.0197735825325347
AggReturn,2020-03-24 00:00:00,800,16,0.0186459088348463
AggReturn,2020-03-24 00:00:00,800,4,0.0153044388632361
AggReturn,2020-03-24 00:00:00,800,8,0.0161877723950617
AggReturn,2020-03-25 00:00:00,1200,12,0.067260555500393
AggReturn,2020-03-25 00:00:00,1200,16,0.067260555500393
AggReturn,2020-03-25 00:00:00,1200,4,0.0545627512907049
AggReturn,2020-03-25 00:00:00,1200,8,0.067260555500393
AggReturn,2020-03-25 00:00:00,300,12,0.0616210256763452
AggReturn,2020-03-25 00:00:00,300,16,0.0548953495310922
AggReturn,2020-03-25 00:00:00,300,4,0.0492328546446574
AggReturn,2020-03-25 00:00:00,300,8,0.0581572589721227
AggReturn,2020-03-25 00:00:00,500,12,0.0740146320357613
AggReturn,2020-03-25 00:00:00,500,16,0.0651101542100502
AggReturn,2020-03-25 00:00:00,500,4,0.0931350216942635
AggReturn,2020-03-25 00:00:00,500,8,0.0701109428845879
AggReturn,2020-03-25 00:00:00,800,12,0.0644218696103422
AggReturn,2020-03-25 00:00:00,800,16,0.0652960064729702
AggReturn,2020-03-25 00:00:00,800,4,0.0929266104371583
AggReturn,2020-03-25 00:00:00,800,8,0.0839877380897177
AggReturn,2020-03-26 00:00:00,1200,12,0.0096082655449892
AggReturn,2020-03-26 00:00:00,1200,16,0.0096082655449892
AggReturn,2020-03-26 00:00:00,1200,4,0.0577999407505537
AggReturn,2020-03-26 00:00:00,1200,8,0.0096082655449892
AggReturn,2020-03-26 00:00:00,300,12,0.0274201366157177
AggReturn,2020-03-26 00:00:00,300,16,0.0387202938375207
AggReturn,2020-03-26 00:00:00,300,4,0.0204376942674036
AggReturn,2020-03-26 00:00:00,300,8,0.025666015463345
AggReturn,2020-03-26 00:00:00,500,12,0.0476543674317252
AggReturn,2020-03-26 00:00:00,500,16,0.0402201992634312
AggReturn,2020-03-26 00:00:00,500,4,0.0267694820647696
AggReturn,2020-03-26 00:00:00,500,8,0.0474711786645037
AggReturn,2020-03-26 00:00:00,800,12,0.047334906192733
AggReturn,2020-03-26 00:00:00,800,16,0.0308644936166466
AggReturn,2020-03-26 00:00:00,800,4,0.0381935203418926
AggReturn,2020-03-26 00:00:00,800,8,0.057797101031023
AggReturn,2020-03-27 00:00:00,1200,12,-0.0041092186721173
AggReturn,2020-03-27 00:00:00,1200,16,-0.0041092186721173
AggReturn,2020-03-27 00:00:00,1200,4,-0.0079359548437254
AggReturn,2020-03-27 00:00:00,1200,8,-0.0041092186721173
AggReturn,2020-03-27 00:00:00,300,12,0.0236979786205305
AggReturn,2020-03-27 00:00:00,300,16,0.0148916676083366
AggReturn,2020-03-27 00:00:00,300,4,0.0242151371398813
AggReturn,2020-03-27 00:00:00,300,8,0.0211711414677719
AggReturn,2020-03-27 00:00:00,500,12,0.0045807923364636
AggReturn,2020-03-27 00:00:00,500,16,0.0002689806751155
AggReturn,2020-03-27 00:00:00,500,4,0.0022754267929557
AggReturn,2020-03-27 00:00:00,500,8,0.0023396884186602
AggReturn,2020-03-27 00:00:00,800,12,0.0036255991712188
AggReturn,2020-03-27 00:00:00,800,16,0.0029950573258467
AggReturn,2020-03-27 00:00:00,800,4,0.028832217767048
AggReturn,2020-03-27 00:00:00,800,8,0.0115454710863088
AggReturn,2020-03-30 00:00:00,1200,12,0.0129271267200057
AggReturn,2020-03-30 00:00:00,1200,16,0.0129271267200057
AggReturn,2020-03-30 00:00:00,1200,4,-0.0192268432658248
AggReturn,2020-03-30 00:00:00,1200,8,0.0129271267200057
AggReturn,2020-03-30 00:00:00,300,12,0.0044380041297016
AggReturn,2020-03-30 00:00:00,300,16,0.0043479057908942
AggReturn,2020-03-30 00:00:00,300,4,-0.012917396794958
AggReturn,2020-03-30 00:00:00,300,8,-0.0013538171260732
AggReturn,2020-03-30 00:00:00,500,12,-0.0021287830691809
AggReturn,2020-03-30 00:00:00,500,16,0.0009902340033731
AggReturn,2020-03-30 00:00:00,500,4,0.0044392453579964
AggReturn,2020-03-30 00:00:00,500,8,0.0048668853830697
AggReturn,2020-03-30 00:00:00,800,12,0.000284819574084
AggReturn,2020-03-30 00:00:00,800,16,-0.000984277526679
AggReturn,2020-03-30 00:00:00,800,4,0.0020650445413157
AggReturn,2020-03-30 00:00:00,800,8,-0.0065023925922341
AggReturn,2020-03-31 00:00:00,1200,12,-0.0146116921642799
AggReturn,2020-03-31 00:00:00,1200,16,-0.0146116921642799
AggReturn,2020-03-31 00:00:00,1200,4,-0.004486677087002
AggReturn,2020-03-31 00:00:00,1200,8,-0.0146116921642799
AggReturn,2020-03-31 00:00:00,300,12,0.0208358364210042
AggReturn,2020-03-31 00:00:00,300,16,0.0184177660786754
AggReturn,2020-03-31 00:00:00,300,4,0.0141779126661671
AggReturn,2020-03-31 00:00:00,300,8,0.0134085874954522
AggReturn,2020-03-31 00:00:00,500,12,0.0218228078222288
AggReturn,2020-03-31 00:00:00,500,16,0.0184141737986007
AggReturn,2020-03-31 00:00:00,500,4,0.0282090859528792
AggReturn,2020-03-31 00:00:00,500,8,0.0242523309237251
AggReturn,2020-03-31 00:00:00,800,12,0.0215955978114665
AggReturn,2020-03-31 00:00:00,800,16,0.0039076810880412
AggReturn,2020-03-31 00:00:00,800,4,0.0328954043190371
AggReturn,2020-03-31 00:00:00,800,8,0.0221843893189691
AggReturn,2020-04-01 00:00:00,1200,12,0.0129304517323946
AggReturn,2020-04-01 00:00:00,1200,16,0.0129304517323946
AggReturn,2020-04-01 00:00:00,1200,4,-0.0285041330726348
AggReturn,2020-04-01 00:00:00,1200,8,0.0129304517323946
AggReturn,2020-04-01 00:00:00,300,12,-0.0510886211112006
AggReturn,2020-04-01 00:00:00,300,16,-0.0455039856306486
AggReturn,2020-04-01 00:00:00,300,4,-0.0571694885282743
AggReturn,2020-04-01 00:00:00,300,8,-0.0483935827863253
AggReturn,2020-04-01 00:00:00,500,12,-0.0365777797788966
AggReturn,2020-04-01 00:00:00,500,16,-0.0357474221541867
AggReturn,2020-04-01 00:00:00,500,4,-0.0491108356393574
AggReturn,2020-04-01 00:00:00,500,8,-0.0456160640178465
AggReturn,2020-04-01 00:00:00,800,12,-0.0369729089066821
AggReturn,2020-04-01 00:00:00,800,16,-0.0117820123407
AggReturn,2020-04-01 00:00:00,800,4,-0.0604354344806041
AggReturn,2020-04-01 00:00:00,800,8,-0.0366893594363537
AggReturn,2020-04-02 00:00:00,1200,12,-0.0292804959445514
AggReturn,2020-04-02 00:00:00,1200,16,-0.0292804959445514
AggReturn,2020-04-02 00:00:00,1200,4,-0.0263162821380829
AggReturn,2020-04-02 00:00:00,1200,8,-0.0292804959445514
AggReturn,2020-04-02 00:00:00,300,12,-0.0196103591665805
AggReturn,2020-04-02 00:00:00,300,16,-0.0220135963734224
AggReturn,2020-04-02 00:00:00,300,4,-0.0184459419449381
AggReturn,2020-04-02 00:00:00,300,8,-0.0204121727022734
AggReturn,2020-04-02 00:00:00,500,12,-0.0261649344579501
AggReturn,2020-04-02 00:00:00,500,16,-0.0256310000833629
AggReturn,2020-04-02 00:00:00,500,4,-0.0300020960010314
AggReturn,2020-04-02 00:00:00,500,8,-0.0245155731052962
AggReturn,2020-04-02 00:00:00,800,12,-0.0037100993327551
AggReturn,2020-04-02 00:00:00,800,16,-0.027691679802548
AggReturn,2020-04-02 00:00:00,800,4,-0.0300020960010314
AggReturn,2020-04-02 00:00:00,800,8,-0.0270064362015105
AggReturn,2020-04-03 00:00:00,1200,12,-0.0131544860765268
AggReturn,2020-04-03 00:00:00,1200,16,-0.0131544860765268
AggReturn,2020-04-03 00:00:00,1200,4,-0.0060788960442268
AggReturn,2020-04-03 00:00:00,1200,8,-0.0131544860765268
AggReturn,2020-04-03 00:00:00,300,12,0.0330637560819941
AggReturn,2020-04-03 00:00:00,300,16,0.0332213907949839
AggReturn,2020-04-03 00:00:00,300,4,0.0481751999583596
AggReturn,2020-04-03 00:00:00,300,8,0.0404524842469841
AggReturn,2020-04-03 00:00:00,500,12,0.0158817665415034
AggReturn,2020-04-03 00:00:00,500,16,0.0225190660483594
AggReturn,2020-04-03 00:00:00,500,4,0.0278600003380324
AggReturn,2020-04-03 00:00:00,500,8,0.0200359194961444
AggReturn,2020-04-03 00:00:00,800,12,0.0088847824914648
AggReturn,2020-04-03 00:00:00,800,16,0.0014043477256034
AggReturn,2020-04-03 00:00:00,800,4,0.0278600003380324
AggReturn,2020-04-03 00:00:00,800,8,0.0160769331455274
AggReturn,2020-04-06 00:00:00,1200,12,0.0088222658285908
AggReturn,2020-04-06 00:00:00,1200,16,0.0088222658285908
AggReturn,2020-04-06 00:00:00,1200,4,0.0336561755076316
AggReturn,2020-04-06 00:00:00,1200,8,0.0088222658285908
AggReturn,2020-04-06 00:00:00,300,12,0.0222851884934765
AggReturn,2020-04-06 00:00:00,300,16,0.023110937596053
AggReturn,2020-04-06 00:00:00,300,4,0.0211888546551348
AggReturn,2020-04-06 00:00:00,300,8,0.0252301860476434
AggReturn,2020-04-06 00:00:00,500,12,0.0247872296645449
AggReturn,2020-04-06 00:00:00,500,16,0.0192210419129124
AggReturn,2020-04-06 00:00:00,500,4,0.0163442860464286
AggReturn,2020-04-06 00:00:00,500,8,0.0151383567283395
AggReturn,2020-04-06 00:00:00,800,12,0.018091236379851
AggReturn,2020-04-06 00:00:00,800,16,0.0152284740783044
AggReturn,2020-04-06 00:00:00,800,4,0.0163442860464286
AggReturn,2020-04-06 00:00:00,800,8,0.0289485728473529
AggReturn,2020-04-07 00:00:00,1200,12,0.0070546684414948
AggReturn,2020-04-07 00:00:00,1200,16,0.0070546684414948
AggReturn,2020-04-07 00:00:00,1200,4,0.0698108877160729
AggReturn,2020-04-07 00:00:00,1200,8,0.0070546684414948
AggReturn,2020-04-07 00:00:00,300,12,0.0423558448006654
AggReturn,2020-04-07 00:00:00,300,16,0.0462537275871613
AggReturn,2020-04-07 00:00:00,300,4,0.035830527664611
AggReturn,2020-04-07 00:00:00,300,8,0.0344235202828136
AggReturn,2020-04-07 00:00:00,500,12,0.0604294433168563
AggReturn,2020-04-07 00:00:00,500,16,0.0637428540246216
AggReturn,2020-04-07 00:00:00,500,4,0.0328139974422186
AggReturn,2020-04-07 00:00:00,500,8,0.0516307829303191
AggReturn,2020-04-07 00:00:00,800,12,0.0417696201768652
AggReturn,2020-04-07 00:00:00,800,16,0.0273163741992892
AggReturn,2020-04-07 00:00:00,800,4,0.0328139974422186
AggReturn,2020-04-07 00:00:00,800,8,0.060375592639473
AggReturn,2020-04-08 00:00:00,1200,12,0.0032966067956288
AggReturn,2020-04-08 00:00:00,1200,16,0.0032966067956288
AggReturn,2020-04-08 00:00:00,1200,4,0.0129187706880848
AggReturn,2020-04-08 00:00:00,1200,8,0.0032966067956288
AggReturn,2020-04-08 00:00:00,300,12,-0.016876034598507
AggReturn,2020-04-08 00:00:00,300,16,-0.0196001343699667
AggReturn,2020-04-08 00:00:00,300,4,-0.0242839890033345
AggReturn,2020-04-08 00:00:00,300,8,-0.0202228933114989
AggReturn,2020-04-08 00:00:00,500,12,-0.0082846867367094
AggReturn,2020-04-08 00:00:00,500,16,-0.0037456695322958
AggReturn,2020-04-08 00:00:00,500,4,0.0071211071833509
AggReturn,2020-04-08 00:00:00,500,8,-0.0042842225971982
AggReturn,2020-04-08 00:00:00,800,12,-0.0016182359949694
AggReturn,2020-04-08 00:00:00,800,16,-6.170839069994955e-05
AggReturn,2020-04-08 00:00:00,800,4,0.0071211071833509
AggReturn,2020-04-08 00:00:00,800,8,-0.0047506675241993
AggReturn,2020-04-09 00:00:00,1200,12,0.0242947553299704
AggReturn,2020-04-09 00:00:00,1200,16,0.0242947553299704
AggReturn,2020-04-09 00:00:00,1200,4,0.0346432289594177
AggReturn,2020-04-09 00:00:00,1200,8,0.0242947553299704
AggReturn,2020-04-09 00:00:00,300,12,0.0348498196471471
AggReturn,2020-04-09 00:00:00,300,16,0.0337576644403054
AggReturn,2020-04-09 00:00:00,300,4,0.0452785597881551
AggReturn,2020-04-09 00:00:00,300,8,0.0365943717966847
AggReturn,2020-04-09 00:00:00,500,12,0.0314465142684872
AggReturn,2020-04-09 00:00:00,500,16,0.0288799925304325
AggReturn,2020-04-09 00:00:00,500,4,0.0237074937744885
AggReturn,2020-04-09 00:00:00,500,8,0.0260284646824633
AggReturn,2020-04-09 00:00:00,800,12,0.029751258104958
AggReturn,2020-04-09 00:00:00,800,16,0.0259043014520111
AggReturn,2020-04-09 00:00:00,800,4,0.0237074937744885
AggReturn,2020-04-09 00:00:00,800,8,0.0347572086785835
AggReturn,2020-04-13 00:00:00,1200,12,-0.0024468811221147
AggReturn,2020-04-13 00:00:00,1200,16,-0.0024468811221147
AggReturn,2020-04-13 00:00:00,1200,4,0.0167434922891527
AggReturn,2020-04-13 00:00:00,1200,8,-0.0024468811221147
AggReturn,2020-04-13 00:00:00,300,12,0.0082741815631759
AggReturn,2020-04-13 00:00:00,300,16,0.0052258003118753
AggReturn,2020-04-13 00:00:00,300,4,-0.0052172644369999
AggReturn,2020-04-13 00:00:00,300,8,0.0071911484404874
AggReturn,2020-04-13 00:00:00,500,12,0.0009253741169851
AggReturn,2020-04-13 00:00:00,500,16,0.0118880242229659
AggReturn,2020-04-13 00:00:00,500,4,0.0128379045193693
AggReturn,2020-04-13 00:00:00,500,8,0.0082500647907128
AggReturn,2020-04-13 00:00:00,800,12,-0.0002916580378752
AggReturn,2020-04-13 00:00:00,800,16,0.001727130554026
AggReturn,2020-04-13 00:00:00,800,4,0.0128379045193693
AggReturn,2020-04-13 00:00:00,800,8,5.3571027525581294e-05
AggReturn,2020-04-14 00:00:00,1200,12,0.0287833505742419
AggReturn,2020-04-14 00:00:00,1200,16,0.0287833505742419
AggReturn,2020-04-14 00:00:00,1200,4,-0.0006490230735688
AggReturn,2020-04-14 00:00:00,1200,8,0.0287833505742419
AggReturn,2020-04-14 00:00:00,300,12,0.0123531296004308
AggReturn,2020-04-14 00:00:00,300,16,0.0086032900827319
AggReturn,2020-04-14 00:00:00,300,4,0.0138962685998595
AggReturn,2020-04-14 00:00:00,300,8,0.0103292474256959
AggReturn,2020-04-14 00:00:00,500,12,-0.0037832982514256
AggReturn,2020-04-14 00:00:00,500,16,-0.0086564595643824
AggReturn,2020-04-14 00:00:00,500,4,0.0005307931716753
AggReturn,2020-04-14 00:00:00,500,8,-0.0062427728030163
AggReturn,2020-04-14 00:00:00,800,12,0.002099736305444
AggReturn,2020-04-14 00:00:00,800,16,0.0161579880249267
AggReturn,2020-04-14 00:00:00,800,4,0.0005307931716753
AggReturn,2020-04-14 00:00:00,800,8,-0.0012658399607578
AggReturn,2020-04-15 00:00:00,1200,12,-0.0372487447127553
AggReturn,2020-04-15 00:00:00,1200,16,-0.0372487447127553
AggReturn,2020-04-15 00:00:00,1200,4,-0.0251775715845132
AggReturn,2020-04-15 00:00:00,1200,8,-0.0372487447127553
AggReturn,2020-04-15 00:00:00,300,12,-0.0113011016920809
AggReturn,2020-04-15 00:00:00,300,16,-0.0136242349180194
AggReturn,2020-04-15 00:00:00,300,4,-0.0008622464950193
AggReturn,2020-04-15 00:00:00,300,8,-0.0042609750537314
AggReturn,2020-04-15 00:00:00,500,12,-0.0140750968848581
AggReturn,2020-04-15 00:00:00,500,16,-0.0197660522971314
AggReturn,2020-04-15 00:00:00,500,4,-0.0031783858389706
AggReturn,2020-04-15 00:00:00,500,8,-0.007640109708244
AggReturn,2020-04-15 00:00:00,800,12,-0.0157726613299728
AggReturn,2020-04-15 00:00:00,800,16,-0.0228452106225534
AggReturn,2020-04-15 00:00:00,800,4,-0.0031783858389706
AggReturn,2020-04-15 00:00:00,800,8,-0.005573893584445
AggReturn,2020-04-16 00:00:00,1200,12,0.005261386314667
AggReturn,2020-04-16 00:00:00,1200,16,0.005261386314667
AggReturn,2020-04-16 00:00:00,1200,4,-0.0157814098389337
AggReturn,2020-04-16 00:00:00,1200,8,0.005261386314667
AggReturn,2020-04-16 00:00:00,300,12,0.0108301443246989
AggReturn,2020-04-16 00:00:00,300,16,0.0079503850505694
AggReturn,2020-04-16 00:00:00,300,4,-0.0038095837081131
AggReturn,2020-04-16 00:00:00,300,8,0.0070786315246603
AggReturn,2020-04-16 00:00:00,500,12,0.0004858617940822
AggReturn,2020-04-16 00:00:00,500,16,-0.0051442100506794
AggReturn,2020-04-16 00:00:00,500,4,0.0093783951982989
AggReturn,2020-04-16 00:00:00,500,8,-0.0018639164056296
AggReturn,2020-04-16 00:00:00,800,12,-0.0007958355258542
AggReturn,2020-04-16 00:00:00,800,16,0.0053559250010463
AggReturn,2020-04-16 00:00:00,800,4,0.0093783951982989
AggReturn,2020-04-16 00:00:00,800,8,-0.0004234939490686
AggReturn,2020-04-17 00:00:00,1200,12,-0.0113995656978809
AggReturn,2020-04-17 00:00:00,1200,16,-0.0113995656978809
AggReturn,2020-04-17 00:00:00,1200,4,0.0160210152736097
AggReturn,2020-04-17 00:00:00,1200,8,-0.0113995656978809
AggReturn,2020-04-17 00:00:00,300,12,0.0186403140151721
AggReturn,2020-04-17 00:00:00,300,16,0.0211377724421071
AggReturn,2020-04-17 00:00:00,300,4,0.0255907157375036
AggReturn,2020-04-17 00:00:00,300,8,0.0186878070749841
AggReturn,2020-04-17 00:00:00,500,12,0.0167622378267778
AggReturn,2020-04-17 00:00:00,500,16,0.0220605994331954
AggReturn,2020-04-17 00:00:00,500,4,-0.0001823449342915
AggReturn,2020-04-17 00:00:00,500,8,0.0083681752980075
AggReturn,2020-04-17 00:00:00,800,12,0.0071729836693775
AggReturn,2020-04-17 00:00:00,800,16,-0.0016093371743045
AggReturn,2020-04-17 00:00:00,800,4,-0.0001823449342915
AggReturn,2020-04-17 00:00:00,800,8,0.0141817292105752
AggReturn,2020-04-20 00:00:00,1200,12,-0.0259359219273418
AggReturn,2020-04-20 00:00:00,1200,16,-0.0259359219273418
AggReturn,2020-04-20 00:00:00,1200,4,-0.0112246599396334
AggReturn,2020-04-20 00:00:00,1200,8,-0.0259359219273418
AggReturn,2020-04-20 00:00:00,300,12,-0.0088350678181506
AggReturn,2020-04-20 00:00:00,300,16,-0.0083473713590329
AggReturn,2020-04-20 00:00:00,300,4,0.0136660413342373
AggReturn,2020-04-20 00:00:00,300,8,-0.0018047239628131
AggReturn,2020-04-20 00:00:00,500,12,-0.0079885095387371
AggReturn,2020-04-20 00:00:00,500,16,-0.0097931538660029
AggReturn,2020-04-20 00:00:00,500,4,-0.0059321314501981
AggReturn,2020-04-20 00:00:00,500,8,-0.0086670862916371
AggReturn,2020-04-20 00:00:00,800,12,-0.0191888991929118
AggReturn,2020-04-20 00:00:00,800,16,-0.0186091385548747
AggReturn,2020-04-20 00:00:00,800,4,-0.0059321314501981
AggReturn,2020-04-20 00:00:00,800,8,-0.0091101870524741
AggReturn,2020-04-21 00:00:00,1200,12,-0.0012710701642838
AggReturn,2020-04-21 00:00:00,1200,16,-0.0012710701642838
AggReturn,2020-04-21 00:00:00,1200,4,-0.0202739407713562
AggReturn,2020-04-21 00:00:00,1200,8,-0.0012710701642838
AggReturn,2020-04-21 00:00:00,300,12,-0.0110702885038568
AggReturn,2020-04-21 00:00:00,300,16,-0.0132489239626766
AggReturn,2020-04-21 00:00:00,300,4,-0.0026018410827342
AggReturn,2020-04-21 00:00:00,300,8,-0.0076589769555635
AggReturn,2020-04-21 00:00:00,500,12,-0.0163310214639219
AggReturn,2020-04-21 00:00:00,500,16,-0.0144661680606496
AggReturn,2020-04-21 00:00:00,500,4,0.0030496148499515
AggReturn,2020-04-21 00:00:00,500,8,-0.0121540186797153
AggReturn,2020-04-21 00:00:00,800,12,-0.0130931775164986
AggReturn,2020-04-21 00:00:00,800,16,-0.0036827781281995
AggReturn,2020-04-21 00:00:00,800,4,0.0030496148499515
AggReturn,2020-04-21 00:00:00,800,8,-0.0103642565092602
AggReturn,2020-04-22 00:00:00,1200,12,0.0087061462706988
AggReturn,2020-04-22 00:00:00,1200,16,0.0087061462706988
