Field,StrategyOrDate,REBALANCE_INTERVAL,ESCAPE_WEEKLY_CHANGE_LIMIT,Value
AggReturn,2020-01-03 00:00:00,M,0.2,0.009971008709686
AggReturn,2020-01-03 00:00:00,W,0.1,0.009971008709686
AggReturn,2020-01-03 00:00:00,W,0.2,0.009971008709686
AggReturn,2020-01-06 00:00:00,M,0.1,0.0162400482770193
AggReturn,2020-01-06 00:00:00,M,0.2,0.0162400482770193
AggReturn,2020-01-06 00:00:00,W,0.1,0.0162400482770193
AggReturn,2020-01-06 00:00:00,W,0.2,0.0162400482770193
AggReturn,2020-01-07 00:00:00,M,0.1,0.0120814224496901
AggReturn,2020-01-07 00:00:00,M,0.2,0.0120814224496901
AggReturn,2020-01-07 00:00:00,W,0.1,0.0120814224496901
AggReturn,2020-01-07 00:00:00,W,0.2,0.0120814224496901
AggReturn,2020-01-08 00:00:00,M,0.1,0.0032987149153878
AggReturn,2020-01-08 00:00:00,M,0.2,0.0032987149153878
AggReturn,2020-01-08 00:00:00,W,0.1,0.0032987149153878
AggReturn,2020-01-08 00:00:00,W,0.2,0.0032987149153878
AggReturn,2020-01-09 00:00:00,M,0.1,-0.0024211567005658
AggReturn,2020-01-09 00:00:00,M,0.2,-0.0024211567005658
AggReturn,2020-01-09 00:00:00,W,0.1,-0.0024211567005658
AggReturn,2020-01-09 00:00:00,W,0.2,-0.0024211567005658
AggReturn,2020-01-10 00:00:00,M,0.1,0.021485123333099
AggReturn,2020-01-10 00:00:00,M,0.2,0.021485123333099
AggReturn,2020-01-10 00:00:00,W,0.1,0.021485123333099
AggReturn,2020-01-10 00:00:00,W,0.2,0.021485123333099
AggReturn,2020-01-13 00:00:00,M,0.1,0.0161377800853501
AggReturn,2020-01-13 00:00:00,M,0.2,0.0161377800853501
AggReturn,2020-01-13 00:00:00,W,0.1,0.0161377800853501
AggReturn,2020-01-13 00:00:00,W,0.2,0.0161377800853501
AggReturn,2020-01-14 00:00:00,M,0.1,0.0478293463409198
AggReturn,2020-01-14 00:00:00,M,0.2,0.0478293463409198
AggReturn,2020-01-14 00:00:00,W,0.1,0.0478293463409198
AggReturn,2020-01-14 00:00:00,W,0.2,0.0478293463409198
AggReturn,2020-01-15 00:00:00,M,0.1,-0.0140556048695803
AggReturn,2020-01-15 00:00:00,M,0.2,-0.0140556048695803
AggReturn,2020-01-15 00:00:00,W,0.1,-0.0140556048695803
AggReturn,2020-01-15 00:00:00,W,0.2,-0.0140556048695803
AggReturn,2020-01-16 00:00:00,M,0.1,0.0012067420660846
AggReturn,2020-01-16 00:00:00,M,0.2,0.0012067420660846
AggReturn,2020-01-16 00:00:00,W,0.1,0.0012067420660846
AggReturn,2020-01-16 00:00:00,W,0.2,0.0012067420660846
AggReturn,2020-01-17 00:00:00,M,0.1,-0.0066667278798507
AggReturn,2020-01-17 00:00:00,M,0.2,-0.0066667278798507
AggReturn,2020-01-17 00:00:00,W,0.1,-0.0066667278798507
AggReturn,2020-01-17 00:00:00,W,0.2,-0.0066667278798507
AggReturn,2020-01-21 00:00:00,M,0.1,-0.018553142085258
AggReturn,2020-01-21 00:00:00,M,0.2,-0.018553142085258
AggReturn,2020-01-21 00:00:00,W,0.1,-0.018553142085258
AggReturn,2020-01-21 00:00:00,W,0.2,-0.018553142085258
AggReturn,2020-01-22 00:00:00,M,0.1,-0.0005720073061217
AggReturn,2020-01-22 00:00:00,M,0.2,-0.0005720073061217
AggReturn,2020-01-22 00:00:00,W,0.1,-0.0005763974773162
AggReturn,2020-01-22 00:00:00,W,0.2,-0.0005763974773162
AggReturn,2020-01-23 00:00:00,M,0.1,0.0201636462556995
AggReturn,2020-01-23 00:00:00,M,0.2,0.0201636462556995
AggReturn,2020-01-23 00:00:00,W,0.1,0.0077696185603914
AggReturn,2020-01-23 00:00:00,W,0.2,0.0077696185603914
AggReturn,2020-01-24 00:00:00,M,0.1,0.0302052997220751
AggReturn,2020-01-24 00:00:00,M,0.2,0.0302052997220751
AggReturn,2020-01-24 00:00:00,W,0.1,0.0214592851355001
AggReturn,2020-01-24 00:00:00,W,0.2,0.0214592851355001
AggReturn,2020-01-27 00:00:00,M,0.1,0.0057613596761014
AggReturn,2020-01-27 00:00:00,M,0.2,0.0057613596761014
AggReturn,2020-01-27 00:00:00,W,0.1,-0.0103961563201413
AggReturn,2020-01-27 00:00:00,W,0.2,-0.0103961563201413
AggReturn,2020-01-28 00:00:00,M,0.1,-0.0039583787764331
AggReturn,2020-01-28 00:00:00,M,0.2,-0.0039583787764331
AggReturn,2020-01-28 00:00:00,W,0.1,0.0013406016738844
AggReturn,2020-01-28 00:00:00,W,0.2,0.0013406016738844
AggReturn,2020-01-29 00:00:00,M,0.1,0.0044299986812639
AggReturn,2020-01-29 00:00:00,M,0.2,0.0044299986812639
AggReturn,2020-01-29 00:00:00,W,0.1,0.0086205250434524
AggReturn,2020-01-29 00:00:00,W,0.2,0.0086205250434524
AggReturn,2020-01-30 00:00:00,M,0.1,-0.0120034147799136
AggReturn,2020-01-30 00:00:00,M,0.2,-0.0120034147799136
AggReturn,2020-01-30 00:00:00,W,0.1,-0.0059106254503669
AggReturn,2020-01-30 00:00:00,W,0.2,-0.0059106254503669
AggReturn,2020-01-31 00:00:00,M,0.1,0.0113188532505625
AggReturn,2020-01-31 00:00:00,M,0.2,0.0113188532505625
AggReturn,2020-01-31 00:00:00,W,0.1,0.006239968236455
AggReturn,2020-01-31 00:00:00,W,0.2,0.006239968236455
AggReturn,2020-02-03 00:00:00,M,0.1,-0.0061436835940519
AggReturn,2020-02-03 00:00:00,M,0.2,-0.0061436835940519
AggReturn,2020-02-03 00:00:00,W,0.1,-0.0096152580174214
AggReturn,2020-02-03 00:00:00,W,0.2,-0.0096152580174214
AggReturn,2020-02-04 00:00:00,M,0.1,0.0254523178090846
AggReturn,2020-02-04 00:00:00,M,0.2,0.0254523178090846
AggReturn,2020-02-04 00:00:00,W,0.1,0.0173359074111986
AggReturn,2020-02-04 00:00:00,W,0.2,0.0173359074111986
AggReturn,2020-02-05 00:00:00,M,0.1,-0.0084563229026044
AggReturn,2020-02-05 00:00:00,M,0.2,-0.0084563229026044
AggReturn,2020-02-05 00:00:00,W,0.1,-0.0084563229026044
AggReturn,2020-02-05 00:00:00,W,0.2,-0.0084563229026044
AggReturn,2020-02-06 00:00:00,M,0.1,0.0007878291863943
AggReturn,2020-02-06 00:00:00,M,0.2,0.0007878291863943
AggReturn,2020-02-06 00:00:00,W,0.1,0.0007878291863943
AggReturn,2020-02-06 00:00:00,W,0.2,0.0007878291863943
AggReturn,2020-02-07 00:00:00,M,0.1,-0.0190170646216869
AggReturn,2020-02-07 00:00:00,M,0.2,-0.0190170646216869
AggReturn,2020-02-07 00:00:00,W,0.1,-0.0190170646216869
AggReturn,2020-02-07 00:00:00,W,0.2,-0.0190170646216869
AggReturn,2020-02-10 00:00:00,M,0.1,-0.0015845628578226
AggReturn,2020-02-10 00:00:00,M,0.2,-0.0015845628578226
AggReturn,2020-02-10 00:00:00,W,0.1,-0.0015845628578226
AggReturn,2020-02-10 00:00:00,W,0.2,-0.0015845628578226
AggReturn,2020-02-11 00:00:00,M,0.1,0.0400941201893207
AggReturn,2020-02-11 00:00:00,M,0.2,0.0400941201893207
AggReturn,2020-02-11 00:00:00,W,0.1,0.0400941201893207
AggReturn,2020-02-11 00:00:00,W,0.2,0.0400941201893207
AggReturn,2020-02-12 00:00:00,M,0.1,-0.0054150916173713
AggReturn,2020-02-12 00:00:00,M,0.2,-0.0054150916173713
AggReturn,2020-02-12 00:00:00,W,0.1,-0.0054150916173713
AggReturn,2020-02-12 00:00:00,W,0.2,-0.0054150916173713
AggReturn,2020-02-13 00:00:00,M,0.1,0.0132867810512793
AggReturn,2020-02-13 00:00:00,M,0.2,0.0132867810512793
AggReturn,2020-02-13 00:00:00,W,0.1,0.0132867810512793
AggReturn,2020-02-13 00:00:00,W,0.2,0.0132867810512793
AggReturn,2020-02-14 00:00:00,M,0.1,0.0096749347893934
AggReturn,2020-02-14 00:00:00,M,0.2,0.0096749347893934
AggReturn,2020-02-14 00:00:00,W,0.1,0.0096749347893934
AggReturn,2020-02-14 00:00:00,W,0.2,0.0096749347893934
AggReturn,2020-02-18 00:00:00,M,0.1,-0.0134536854284352
AggReturn,2020-02-18 00:00:00,M,0.2,-0.0134536854284352
AggReturn,2020-02-18 00:00:00,W,0.1,-0.0134536854284352
AggReturn,2020-02-18 00:00:00,W,0.2,-0.0134536854284352
AggReturn,2020-02-19 00:00:00,M,0.1,0.0160051602844364
AggReturn,2020-02-19 00:00:00,M,0.2,0.0160051602844364
AggReturn,2020-02-19 00:00:00,W,0.1,0.0160051602844364
AggReturn,2020-02-19 00:00:00,W,0.2,0.0160051602844364
AggReturn,2020-02-20 00:00:00,M,0.1,0.0016092535474026
AggReturn,2020-02-20 00:00:00,M,0.2,0.0016092535474026
AggReturn,2020-02-20 00:00:00,W,0.1,0.0016092535474026
AggReturn,2020-02-20 00:00:00,W,0.2,0.0016092535474026
AggReturn,2020-02-21 00:00:00,M,0.1,-0.0200325062156697
AggReturn,2020-02-21 00:00:00,M,0.2,-0.0200325062156697
AggReturn,2020-02-21 00:00:00,W,0.1,-0.0200325062156697
AggReturn,2020-02-21 00:00:00,W,0.2,-0.0200325062156697
AggReturn,2020-02-24 00:00:00,M,0.1,-0.0215044651324205
AggReturn,2020-02-24 00:00:00,M,0.2,-0.0215044651324205
AggReturn,2020-02-24 00:00:00,W,0.1,-0.0215044651324205
AggReturn,2020-02-24 00:00:00,W,0.2,-0.0215044651324205
AggReturn,2020-02-25 00:00:00,M,0.1,0.0176845218456898
AggReturn,2020-02-25 00:00:00,M,0.2,0.0176845218456898
AggReturn,2020-02-25 00:00:00,W,0.1,0.0176845218456898
AggReturn,2020-02-25 00:00:00,W,0.2,0.0176845218456898
AggReturn,2020-02-26 00:00:00,M,0.1,-0.0527157650009233
AggReturn,2020-02-26 00:00:00,M,0.2,-0.0527157650009233
AggReturn,2020-02-26 00:00:00,W,0.1,-0.0527157650009233
AggReturn,2020-02-26 00:00:00,W,0.2,-0.0527157650009233
AggReturn,2020-02-27 00:00:00,M,0.1,-0.057921539652769
AggReturn,2020-02-27 00:00:00,M,0.2,-0.057921539652769
AggReturn,2020-02-27 00:00:00,W,0.1,-0.057921539652769
AggReturn,2020-02-27 00:00:00,W,0.2,-0.057921539652769
AggReturn,2020-02-28 00:00:00,M,0.1,-0.1087718182932769
AggReturn,2020-02-28 00:00:00,M,0.2,-0.1087718182932769
AggReturn,2020-02-28 00:00:00,W,0.1,-0.1087718182932769
AggReturn,2020-02-28 00:00:00,W,0.2,-0.1087718182932769
AggReturn,2020-03-02 00:00:00,M,0.1,0.126851076126222
AggReturn,2020-03-02 00:00:00,M,0.2,0.126851076126222
AggReturn,2020-03-02 00:00:00,W,0.1,0.126851076126222
AggReturn,2020-03-02 00:00:00,W,0.2,0.126851076126222
AggReturn,2020-03-03 00:00:00,M,0.1,0.0027013739366055
AggReturn,2020-03-03 00:00:00,M,0.2,0.0027045375124585
AggReturn,2020-03-03 00:00:00,W,0.1,0.0027013739366055
AggReturn,2020-03-03 00:00:00,W,0.2,0.0027045375124585
AggReturn,2020-03-04 00:00:00,M,0.1,0.0
AggReturn,2020-03-04 00:00:00,M,0.2,0.0334111520389401
AggReturn,2020-03-04 00:00:00,W,0.1,0.0
AggReturn,2020-03-04 00:00:00,W,0.2,0.0334111520389401
AggReturn,2020-03-05 00:00:00,M,0.1,0.0
AggReturn,2020-03-05 00:00:00,M,0.2,0.0101047817872061
AggReturn,2020-03-05 00:00:00,W,0.1,0.0
AggReturn,2020-03-05 00:00:00,W,0.2,0.0101047817872061
AggReturn,2020-03-06 00:00:00,M,0.1,0.0
AggReturn,2020-03-06 00:00:00,M,0.2,-0.0269785071719902
AggReturn,2020-03-06 00:00:00,W,0.1,0.0
AggReturn,2020-03-06 00:00:00,W,0.2,-0.0269785071719902
AggReturn,2020-03-09 00:00:00,M,0.1,0.0
AggReturn,2020-03-09 00:00:00,M,0.2,-0.0739126712057259
AggReturn,2020-03-09 00:00:00,W,0.1,0.0
AggReturn,2020-03-09 00:00:00,W,0.2,-0.0739126712057259
AggReturn,2020-03-10 00:00:00,M,0.1,0.0
AggReturn,2020-03-10 00:00:00,M,0.2,0.0052385100688423
AggReturn,2020-03-10 00:00:00,W,0.1,-3.214514174400252e-06
AggReturn,2020-03-10 00:00:00,W,0.2,0.0052385100688423
AggReturn,2020-03-11 00:00:00,M,0.1,0.0
AggReturn,2020-03-11 00:00:00,M,0.2,0.0321747489605168
AggReturn,2020-03-11 00:00:00,W,0.1,0.0321747489605168
AggReturn,2020-03-11 00:00:00,W,0.2,0.0321747489605168
AggReturn,2020-03-12 00:00:00,M,0.1,0.0
AggReturn,2020-03-12 00:00:00,M,0.2,-0.0875168231769418
AggReturn,2020-03-12 00:00:00,W,0.1,-0.0875168231769418
AggReturn,2020-03-12 00:00:00,W,0.2,-0.0875168231769418
AggReturn,2020-03-13 00:00:00,M,0.1,0.0
AggReturn,2020-03-13 00:00:00,M,0.2,-0.0395809417165244
AggReturn,2020-03-13 00:00:00,W,0.1,-0.0395809417165244
AggReturn,2020-03-13 00:00:00,W,0.2,-0.0395809417165244
AggReturn,2020-03-16 00:00:00,M,0.1,0.0
AggReturn,2020-03-16 00:00:00,M,0.2,-0.1063187506354901
AggReturn,2020-03-16 00:00:00,W,0.1,-0.1063187506354901
AggReturn,2020-03-16 00:00:00,W,0.2,-0.1063187506354901
AggReturn,2020-03-17 00:00:00,M,0.1,0.0
AggReturn,2020-03-17 00:00:00,M,0.2,0.0031157452589598
AggReturn,2020-03-17 00:00:00,W,0.1,0.0031115972307665
AggReturn,2020-03-17 00:00:00,W,0.2,0.0031157452589598
AggReturn,2020-03-18 00:00:00,M,0.1,0.0
AggReturn,2020-03-18 00:00:00,M,0.2,-0.0513858001379541
AggReturn,2020-03-18 00:00:00,W,0.1,0.0
AggReturn,2020-03-18 00:00:00,W,0.2,-0.0513858001379541
AggReturn,2020-03-19 00:00:00,M,0.1,0.0
AggReturn,2020-03-19 00:00:00,M,0.2,0.0080250538265806
AggReturn,2020-03-19 00:00:00,W,0.1,0.0
AggReturn,2020-03-19 00:00:00,W,0.2,0.0080250538265806
AggReturn,2020-03-20 00:00:00,M,0.1,0.0
AggReturn,2020-03-20 00:00:00,M,0.2,0.0701427755568244
AggReturn,2020-03-20 00:00:00,W,0.1,0.0
AggReturn,2020-03-20 00:00:00,W,0.2,0.0701427755568244
AggReturn,2020-03-23 00:00:00,M,0.1,0.0
AggReturn,2020-03-23 00:00:00,M,0.2,0.0267138375494568
AggReturn,2020-03-23 00:00:00,W,0.1,0.0
AggReturn,2020-03-23 00:00:00,W,0.2,0.0267138375494568
AggReturn,2020-03-24 00:00:00,M,0.1,0.0
AggReturn,2020-03-24 00:00:00,M,0.2,0.0287088571154401
AggReturn,2020-03-24 00:00:00,W,0.1,-3.698159204274481e-06
AggReturn,2020-03-24 00:00:00,W,0.2,0.0287088571154401
AggReturn,2020-03-25 00:00:00,M,0.1,0.0
AggReturn,2020-03-25 00:00:00,M,0.2,0.0667611924867519
AggReturn,2020-03-25 00:00:00,W,0.1,0.0667611924867519
AggReturn,2020-03-25 00:00:00,W,0.2,0.0667611924867519
AggReturn,2020-03-26 00:00:00,M,0.1,0.0
AggReturn,2020-03-26 00:00:00,M,0.2,0.0301405519476734
AggReturn,2020-03-26 00:00:00,W,0.1,0.0301405519476734
AggReturn,2020-03-26 00:00:00,W,0.2,0.0301405519476734
AggReturn,2020-03-27 00:00:00,M,0.1,0.0
AggReturn,2020-03-27 00:00:00,M,0.2,0.0086017489279646
AggReturn,2020-03-27 00:00:00,W,0.1,0.0086017489279646
AggReturn,2020-03-27 00:00:00,W,0.2,0.0086017489279646
AggReturn,2020-03-30 00:00:00,M,0.1,0.0
AggReturn,2020-03-30 00:00:00,M,0.2,0.0192912739703161
AggReturn,2020-03-30 00:00:00,W,0.1,0.0192912739703161
AggReturn,2020-03-30 00:00:00,W,0.2,0.0192912739703161
AggReturn,2020-03-31 00:00:00,M,0.1,0.0
AggReturn,2020-03-31 00:00:00,M,0.2,0.1108267071804653
AggReturn,2020-03-31 00:00:00,W,0.1,0.1108267071804653
AggReturn,2020-03-31 00:00:00,W,0.2,0.1108267071804653
AggReturn,2020-04-01 00:00:00,M,0.1,-3.308931069671529e-06
AggReturn,2020-04-01 00:00:00,M,0.2,-0.0407705649157582
AggReturn,2020-04-01 00:00:00,W,0.1,-0.0407705649157582
AggReturn,2020-04-01 00:00:00,W,0.2,-0.0407705649157582
AggReturn,2020-04-02 00:00:00,M,0.1,-0.0430349094008705
AggReturn,2020-04-02 00:00:00,M,0.2,-0.0430349094008705
AggReturn,2020-04-02 00:00:00,W,0.1,-0.0430349094008705
AggReturn,2020-04-02 00:00:00,W,0.2,-0.0430349094008705
AggReturn,2020-04-03 00:00:00,M,0.1,0.0556838785994278
AggReturn,2020-04-03 00:00:00,M,0.2,0.0556838785994278
AggReturn,2020-04-03 00:00:00,W,0.1,0.0556838785994278
AggReturn,2020-04-03 00:00:00,W,0.2,0.0556838785994278
AggReturn,2020-04-06 00:00:00,M,0.1,-0.003165954705051
AggReturn,2020-04-06 00:00:00,M,0.2,-0.003165954705051
AggReturn,2020-04-06 00:00:00,W,0.1,-0.003165954705051
AggReturn,2020-04-06 00:00:00,W,0.2,-0.003165954705051
AggReturn,2020-04-07 00:00:00,M,0.1,0.0532476992684853
AggReturn,2020-04-07 00:00:00,M,0.2,0.0532476992684853
AggReturn,2020-04-07 00:00:00,W,0.1,0.0532476992684853
AggReturn,2020-04-07 00:00:00,W,0.2,0.0532476992684853
AggReturn,2020-04-08 00:00:00,M,0.1,0.0143338625936351
AggReturn,2020-04-08 00:00:00,M,0.2,0.0143338625936351
AggReturn,2020-04-08 00:00:00,W,0.1,0.0143338625936351
AggReturn,2020-04-08 00:00:00,W,0.2,0.0143338625936351
AggReturn,2020-04-09 00:00:00,M,0.1,0.0152855071280748
AggReturn,2020-04-09 00:00:00,M,0.2,0.0152855071280748
AggReturn,2020-04-09 00:00:00,W,0.1,0.0152855071280748
AggReturn,2020-04-09 00:00:00,W,0.2,0.0152855071280748
AggReturn,2020-04-13 00:00:00,M,0.1,-0.0115828335466479
AggReturn,2020-04-13 00:00:00,M,0.2,-0.0115828335466479
AggReturn,2020-04-13 00:00:00,W,0.1,-0.0115828335466479
AggReturn,2020-04-13 00:00:00,W,0.2,-0.0115828335466479
AggReturn,2020-04-14 00:00:00,M,0.1,-0.0110319492907134
AggReturn,2020-04-14 00:00:00,M,0.2,-0.0110319492907134
AggReturn,2020-04-14 00:00:00,W,0.1,-0.0110319492907134
AggReturn,2020-04-14 00:00:00,W,0.2,-0.0110319492907134
AggReturn,2020-04-15 00:00:00,M,0.1,0.0151585983089379
AggReturn,2020-04-15 00:00:00,M,0.2,0.0151585983089379
AggReturn,2020-04-15 00:00:00,W,0.1,0.0151585983089379
AggReturn,2020-04-15 00:00:00,W,0.2,0.0151585983089379
AggReturn,2020-04-16 00:00:00,M,0.1,0.0083070115132892
AggReturn,2020-04-16 00:00:00,M,0.2,0.0083070115132892
AggReturn,2020-04-16 00:00:00,W,0.1,0.0083070115132892
AggReturn,2020-04-16 00:00:00,W,0.2,0.0083070115132892
AggReturn,2020-04-17 00:00:00,M,0.1,-0.025290010315942
AggReturn,2020-04-17 00:00:00,M,0.2,-0.025290010315942
AggReturn,2020-04-17 00:00:00,W,0.1,-0.025290010315942
AggReturn,2020-04-17 00:00:00,W,0.2,-0.025290010315942
AggReturn,2020-04-20 00:00:00,M,0.1,0.0105090433418479
AggReturn,2020-04-20 00:00:00,M,0.2,0.0105090433418479
AggReturn,2020-04-20 00:00:00,W,0.1,0.0105090433418479
AggReturn,2020-04-20 00:00:00,W,0.2,0.0105090433418479
AggReturn,2020-04-21 00:00:00,M,0.1,0.0412001014961078
AggReturn,2020-04-21 00:00:00,M,0.2,0.0412001014961078
AggReturn,2020-04-21 00:00:00,W,0.1,0.0412001014961078
AggReturn,2020-04-21 00:00:00,W,0.2,0.0412001014961078
AggReturn,2020-04-22 00:00:00,M,0.1,-0.0508687351000322
AggReturn,2020-04-22 00:00:00,M,0.2,-0.0508687351000322
AggReturn,2020-04-22 00:00:00,W,0.1,-0.0508687351000322
AggReturn,2020-04-22 00:00:00,W,0.2,-0.0508687351000322
AggReturn,2020-04-23 00:00:00,M,0.1,0.0271250000758751
AggReturn,2020-04-23 00:00:00,M,0.2,0.0271250000758751
AggReturn,2020-04-23 00:00:00,W,0.1,0.0271250000758751
AggReturn,2020-04-23 00:00:00,W,0.2,0.0271250000758751
AggReturn,2020-04-24 00:00:00,M,0.1,0.0043058055685898
AggReturn,2020-04-24 00:00:00,M,0.2,0.0043058055685898
AggReturn,2020-04-24 00:00:00,W,0.1,0.0043058055685898
AggReturn,2020-04-24 00:00:00,W,0.2,0.0043058055685898
AggReturn,2020-04-27 00:00:00,M,0.1,0.0640853938402512
AggReturn,2020-04-27 00:00:00,M,0.2,0.0640853938402512
AggReturn,2020-04-27 00:00:00,W,0.1,0.0640853938402512
AggReturn,2020-04-27 00:00:00,W,0.2,0.0640853938402512
AggReturn,2020-04-28 00:00:00,M,0.1,0.0189904707553054
AggReturn,2020-04-28 00:00:00,M,0.2,0.0189904707553054
AggReturn,2020-04-28 00:00:00,W,0.1,0.0189904707553054
AggReturn,2020-04-28 00:00:00,W,0.2,0.0189904707553054
AggReturn,2020-04-29 00:00:00,M,0.1,-0.0054014041588588
AggReturn,2020-04-29 00:00:00,M,0.2,-0.0054014041588588
AggReturn,2020-04-29 00:00:00,W,0.1,-0.0054014041588588
AggReturn,2020-04-29 00:00:00,W,0.2,-0.0054014041588588
AggReturn,2020-04-30 00:00:00,M,0.1,0.0503493176247711
AggReturn,2020-04-30 00:00:00,M,0.2,0.0503493176247711
AggReturn,2020-04-30 00:00:00,W,0.1,0.0503493176247711
AggReturn,2020-04-30 00:00:00,W,0.2,0.0503493176247711
AggReturn,2020-05-01 00:00:00,M,0.1,-0.0467643501895073
AggReturn,2020-05-01 00:00:00,M,0.2,-0.0467643501895073
AggReturn,2020-05-01 00:00:00,W,0.1,-0.0467643501895073
AggReturn,2020-05-01 00:00:00,W,0.2,-0.0467643501895073
AggReturn,2020-05-04 00:00:00,M,0.1,-0.0033292079275366
AggReturn,2020-05-04 00:00:00,M,0.2,-0.0033292079275366
AggReturn,2020-05-04 00:00:00,W,0.1,-0.0033292079275366
AggReturn,2020-05-04 00:00:00,W,0.2,-0.0033292079275366
AggReturn,2020-05-05 00:00:00,M,0.1,-0.0104398254214916
AggReturn,2020-05-05 00:00:00,M,0.2,-0.0104398254214916
AggReturn,2020-05-05 00:00:00,W,0.1,-0.0104398254214916
AggReturn,2020-05-05 00:00:00,W,0.2,-0.0104398254214916
AggReturn,2020-05-06 00:00:00,M,0.1,0.0499964360092364
AggReturn,2020-05-06 00:00:00,M,0.2,0.0499964360092364
AggReturn,2020-05-06 00:00:00,W,0.1,0.0499964360092364
AggReturn,2020-05-06 00:00:00,W,0.2,0.0499964360092364
AggReturn,2020-05-07 00:00:00,M,0.1,0.0093924434193166
AggReturn,2020-05-07 00:00:00,M,0.2,0.0093924434193166
AggReturn,2020-05-07 00:00:00,W,0.1,0.0093924434193166
AggReturn,2020-05-07 00:00:00,W,0.2,0.0093924434193166
AggReturn,2020-05-08 00:00:00,M,0.1,-0.0044836059035534
AggReturn,2020-05-08 00:00:00,M,0.2,-0.0044836059035534
AggReturn,2020-05-08 00:00:00,W,0.1,-0.0044836059035534
AggReturn,2020-05-08 00:00:00,W,0.2,-0.0044836059035534
AggReturn,2020-05-11 00:00:00,M,0.1,-0.052500158418517
AggReturn,2020-05-11 00:00:00,M,0.2,-0.052500158418517
AggReturn,2020-05-11 00:00:00,W,0.1,-0.052500158418517
AggReturn,2020-05-11 00:00:00,W,0.2,-0.052500158418517
AggReturn,2020-05-12 00:00:00,M,0.1,0.1080812491363825
AggReturn,2020-05-12 00:00:00,M,0.2,0.1080812491363825
AggReturn,2020-05-12 00:00:00,W,0.1,0.1080812491363825
AggReturn,2020-05-12 00:00:00,W,0.2,0.1080812491363825
AggReturn,2020-05-13 00:00:00,M,0.1,-0.066655160924104
AggReturn,2020-05-13 00:00:00,M,0.2,-0.066655160924104
AggReturn,2020-05-13 00:00:00,W,0.1,-0.066655160924104
AggReturn,2020-05-13 00:00:00,W,0.2,-0.066655160924104
AggReturn,2020-05-14 00:00:00,M,0.1,-0.0226083629138194
AggReturn,2020-05-14 00:00:00,M,0.2,-0.0226083629138194
AggReturn,2020-05-14 00:00:00,W,0.1,-0.0226083629138194
AggReturn,2020-05-14 00:00:00,W,0.2,-0.0226083629138194
AggReturn,2020-05-15 00:00:00,M,0.1,-0.0321713721428954
AggReturn,2020-05-15 00:00:00,M,0.2,-0.0321713721428954
AggReturn,2020-05-15 00:00:00,W,0.1,-0.0321713721428954
AggReturn,2020-05-15 00:00:00,W,0.2,-0.0321713721428954
AggReturn,2020-05-18 00:00:00,M,0.1,0.0292685131565937
AggReturn,2020-05-18 00:00:00,M,0.2,0.0292685131565937
AggReturn,2020-05-18 00:00:00,W,0.1,0.0292685131565937
AggReturn,2020-05-18 00:00:00,W,0.2,0.0292685131565937
AggReturn,2020-05-19 00:00:00,M,0.1,0.0156957478492791
AggReturn,2020-05-19 00:00:00,M,0.2,0.0156957478492791
AggReturn,2020-05-19 00:00:00,W,0.1,0.0156957478492791
AggReturn,2020-05-19 00:00:00,W,0.2,0.0156957478492791
AggReturn,2020-05-20 00:00:00,M,0.1,-0.0381452703323451
AggReturn,2020-05-20 00:00:00,M,0.2,-0.0381452703323451
AggReturn,2020-05-20 00:00:00,W,0.1,-0.0381452703323451
AggReturn,2020-05-20 00:00:00,W,0.2,-0.0381452703323451
AggReturn,2020-05-21 00:00:00,M,0.1,0.0064460814196325
AggReturn,2020-05-21 00:00:00,M,0.2,0.0064460814196325
AggReturn,2020-05-21 00:00:00,W,0.1,0.0064460814196325
AggReturn,2020-05-21 00:00:00,W,0.2,0.0064460814196325
AggReturn,2020-05-22 00:00:00,M,0.1,-0.0011365958173721
AggReturn,2020-05-22 00:00:00,M,0.2,-0.0011365958173721
AggReturn,2020-05-22 00:00:00,W,0.1,-0.0011365958173721
AggReturn,2020-05-22 00:00:00,W,0.2,-0.0011365958173721
AggReturn,2020-05-26 00:00:00,M,0.1,-0.0057011822645782
AggReturn,2020-05-26 00:00:00,M,0.2,-0.0057011822645782
AggReturn,2020-05-26 00:00:00,W,0.1,-0.0057011822645782
AggReturn,2020-05-26 00:00:00,W,0.2,-0.0057011822645782
AggReturn,2020-05-27 00:00:00,M,0.1,-0.0159936866139014
AggReturn,2020-05-27 00:00:00,M,0.2,-0.0159936866139014
AggReturn,2020-05-27 00:00:00,W,0.1,-0.015997594969335
AggReturn,2020-05-27 00:00:00,W,0.2,-0.015997594969335
AggReturn,2020-05-28 00:00:00,M,0.1,0.0452604587052722
AggReturn,2020-05-28 00:00:00,M,0.2,0.0452604587052722
AggReturn,2020-05-28 00:00:00,W,0.1,0.0125737565075595
AggReturn,2020-05-28 00:00:00,W,0.2,0.0125737565075595
AggReturn,2020-05-29 00:00:00,M,0.1,0.0006273714284779
AggReturn,2020-05-29 00:00:00,M,0.2,0.0006273714284779
AggReturn,2020-05-29 00:00:00,W,0.1,0.0002237917890706
AggReturn,2020-05-29 00:00:00,W,0.2,0.0002237917890706
AggReturn,2020-06-01 00:00:00,M,0.1,0.0185854216673357
AggReturn,2020-06-01 00:00:00,M,0.2,0.0185854216673357
AggReturn,2020-06-01 00:00:00,W,0.1,0.0151918117327687
