Field,StrategyOrDate,REBALANCE_INTERVAL,ESCAPE_WEEKLY_CHANGE_LIMIT,Value
AggReturn,2020-11-24 00:00:00,W,0.1,-3.4739592018231337e-06
AggReturn,2020-11-24 00:00:00,W,0.2,0.0187359846870698
AggReturn,2020-11-25 00:00:00,M,0.1,0.0
AggReturn,2020-11-25 00:00:00,M,0.2,-0.0128565095315501
AggReturn,2020-11-25 00:00:00,W,0.1,-0.0071179257897948
AggReturn,2020-11-25 00:00:00,W,0.2,-0.0071179257897948
AggReturn,2020-11-27 00:00:00,M,0.1,0.0
AggReturn,2020-11-27 00:00:00,M,0.2,0.0061456035297824
AggReturn,2020-11-27 00:00:00,W,0.1,0.0221629797432161
AggReturn,2020-11-27 00:00:00,W,0.2,0.0221629797432161
AggReturn,2020-11-30 00:00:00,M,0.1,0.0
AggReturn,2020-11-30 00:00:00,M,0.2,0.0161942051683634
AggReturn,2020-11-30 00:00:00,W,0.1,0.0334527027027027
AggReturn,2020-11-30 00:00:00,W,0.2,0.0334527027027027
AggReturn,2020-12-01 00:00:00,M,0.1,-3.797947790983709e-06
AggReturn,2020-12-01 00:00:00,M,0.2,-0.0059258369022741
AggReturn,2020-12-01 00:00:00,W,0.1,0.0173454243515898
AggReturn,2020-12-01 00:00:00,W,0.2,0.0173454243515898
AggReturn,2020-12-02 00:00:00,M,0.1,-0.0119778208535742
AggReturn,2020-12-02 00:00:00,M,0.2,-0.0119778208535742
AggReturn,2020-12-02 00:00:00,W,0.1,-0.0247422945425567
AggReturn,2020-12-02 00:00:00,W,0.2,-0.0247422945425567
AggReturn,2020-12-03 00:00:00,M,0.1,0.0018418373745796
AggReturn,2020-12-03 00:00:00,M,0.2,0.0018418373745796
AggReturn,2020-12-03 00:00:00,W,0.1,0.013021073579609
AggReturn,2020-12-03 00:00:00,W,0.2,0.013021073579609
AggReturn,2020-12-04 00:00:00,M,0.1,0.0033354282448371
AggReturn,2020-12-04 00:00:00,M,0.2,0.0033354282448371
AggReturn,2020-12-04 00:00:00,W,0.1,0.0192090027971119
AggReturn,2020-12-04 00:00:00,W,0.2,0.0192090027971119
AggReturn,2020-12-07 00:00:00,M,0.1,-0.004039954212225
AggReturn,2020-12-07 00:00:00,M,0.2,-0.004039954212225
AggReturn,2020-12-07 00:00:00,W,0.1,-0.0061461677399589
AggReturn,2020-12-07 00:00:00,W,0.2,-0.0061461677399589
AggReturn,2020-12-08 00:00:00,M,0.1,0.0040032170533187
AggReturn,2020-12-08 00:00:00,M,0.2,0.0040032170533187
AggReturn,2020-12-08 00:00:00,W,0.1,0.0146382600263562
AggReturn,2020-12-08 00:00:00,W,0.2,0.0146382600263562
AggReturn,2020-12-09 00:00:00,M,0.1,0.0282014186125767
AggReturn,2020-12-09 00:00:00,M,0.2,0.0282014186125767
AggReturn,2020-12-09 00:00:00,W,0.1,0.0165621990523906
AggReturn,2020-12-09 00:00:00,W,0.2,0.0165621990523906
AggReturn,2020-12-10 00:00:00,M,0.1,-0.0300886384647128
AggReturn,2020-12-10 00:00:00,M,0.2,-0.0300886384647128
AggReturn,2020-12-10 00:00:00,W,0.1,-0.0443125134097724
AggReturn,2020-12-10 00:00:00,W,0.2,-0.0443125134097724
AggReturn,2020-12-11 00:00:00,M,0.1,0.0189091087805007
AggReturn,2020-12-11 00:00:00,M,0.2,0.0189091087805007
AggReturn,2020-12-11 00:00:00,W,0.1,0.0264517151384837
AggReturn,2020-12-11 00:00:00,W,0.2,0.0264517151384837
AggReturn,2020-12-14 00:00:00,M,0.1,0.0060405558479096
AggReturn,2020-12-14 00:00:00,M,0.2,0.0060405558479096
AggReturn,2020-12-14 00:00:00,W,0.1,0.0014394711552698
AggReturn,2020-12-14 00:00:00,W,0.2,0.0014394711552698
AggReturn,2020-12-15 00:00:00,M,0.1,0.0073933282763706
AggReturn,2020-12-15 00:00:00,M,0.2,0.0073933282763706
AggReturn,2020-12-15 00:00:00,W,0.1,0.0112632436216778
AggReturn,2020-12-15 00:00:00,W,0.2,0.0112632436216778
AggReturn,2020-12-16 00:00:00,M,0.1,0.0084378797817405
AggReturn,2020-12-16 00:00:00,M,0.2,0.0084378797817405
AggReturn,2020-12-16 00:00:00,W,0.1,0.0336375143267976
AggReturn,2020-12-16 00:00:00,W,0.2,0.0336375143267976
AggReturn,2020-12-17 00:00:00,M,0.1,-0.0101992046952874
AggReturn,2020-12-17 00:00:00,M,0.2,-0.0101992046952874
AggReturn,2020-12-17 00:00:00,W,0.1,0.0105335633081662
AggReturn,2020-12-17 00:00:00,W,0.2,0.0105335633081662
AggReturn,2020-12-18 00:00:00,M,0.1,0.0145809808625615
AggReturn,2020-12-18 00:00:00,M,0.2,0.0145809808625615
AggReturn,2020-12-18 00:00:00,W,0.1,0.0114339429966259
AggReturn,2020-12-18 00:00:00,W,0.2,0.0114339429966259
AggReturn,2020-12-21 00:00:00,M,0.1,-0.0026091581120328
AggReturn,2020-12-21 00:00:00,M,0.2,-0.0026091581120328
AggReturn,2020-12-21 00:00:00,W,0.1,-0.0034046822966988
AggReturn,2020-12-21 00:00:00,W,0.2,-0.0034046822966988
AggReturn,2020-12-22 00:00:00,M,0.1,0.0051918943786073
AggReturn,2020-12-22 00:00:00,M,0.2,0.0051918943786073
AggReturn,2020-12-22 00:00:00,W,0.1,0.0081821758296603
AggReturn,2020-12-22 00:00:00,W,0.2,0.0081821758296603
AggReturn,2020-12-23 00:00:00,M,0.1,0.0045767305390498
AggReturn,2020-12-23 00:00:00,M,0.2,0.0045767305390498
AggReturn,2020-12-23 00:00:00,W,0.1,0.0091092113325357
AggReturn,2020-12-23 00:00:00,W,0.2,0.0091092113325357
AggReturn,2020-12-24 00:00:00,M,0.1,-0.0177818785138949
AggReturn,2020-12-24 00:00:00,M,0.2,-0.0177818785138949
AggReturn,2020-12-24 00:00:00,W,0.1,-0.0331124295941616
AggReturn,2020-12-24 00:00:00,W,0.2,-0.0331124295941616
AggReturn,2020-12-28 00:00:00,M,0.1,0.0181671253498699
AggReturn,2020-12-28 00:00:00,M,0.2,0.0181671253498699
AggReturn,2020-12-28 00:00:00,W,0.1,0.0167464114832536
AggReturn,2020-12-28 00:00:00,W,0.2,0.0167464114832536
AggReturn,2020-12-29 00:00:00,M,0.1,-0.0079183571523987
AggReturn,2020-12-29 00:00:00,M,0.2,-0.0079183571523987
AggReturn,2020-12-29 00:00:00,W,0.1,-0.0117679954724992
AggReturn,2020-12-29 00:00:00,W,0.2,-0.0117679954724992
AggReturn,2020-12-30 00:00:00,M,0.1,0.0014385757011102
AggReturn,2020-12-30 00:00:00,M,0.2,0.0014385757011102
AggReturn,2020-12-30 00:00:00,W,0.1,0.0003449493004748
AggReturn,2020-12-30 00:00:00,W,0.2,0.0003449493004748
AggReturn,2020-12-31 00:00:00,M,0.1,0.007363155251253
AggReturn,2020-12-31 00:00:00,M,0.2,0.007363155251253
AggReturn,2020-12-31 00:00:00,W,0.1,0.0002148522830904
AggReturn,2020-12-31 00:00:00,W,0.2,0.0002148522830904
AggReturn,2021-01-04 00:00:00,M,0.1,-0.0008365149395903
AggReturn,2021-01-04 00:00:00,M,0.2,-0.0008365149395903
AggReturn,2021-01-04 00:00:00,W,0.1,-0.0026799841866433
AggReturn,2021-01-04 00:00:00,W,0.2,-0.0026799841866433
AggReturn,2021-01-05 00:00:00,M,0.1,-0.0396242397322145
AggReturn,2021-01-05 00:00:00,M,0.2,-0.0396242397322145
AggReturn,2021-01-05 00:00:00,W,0.1,-0.0396242397322145
AggReturn,2021-01-05 00:00:00,W,0.2,-0.0396242397322145
AggReturn,2021-01-06 00:00:00,M,0.1,0.0025039787887959
AggReturn,2021-01-06 00:00:00,M,0.2,0.0025039787887959
AggReturn,2021-01-06 00:00:00,W,0.1,0.0025039787887959
AggReturn,2021-01-06 00:00:00,W,0.2,0.0025039787887959
AggReturn,2021-01-07 00:00:00,M,0.1,0.0026517592908253
AggReturn,2021-01-07 00:00:00,M,0.2,0.0026517592908253
AggReturn,2021-01-07 00:00:00,W,0.1,0.0026517592908253
AggReturn,2021-01-07 00:00:00,W,0.2,0.0026517592908253
AggReturn,2021-01-08 00:00:00,M,0.1,0.0124182723729732
AggReturn,2021-01-08 00:00:00,M,0.2,0.0124182723729732
AggReturn,2021-01-08 00:00:00,W,0.1,0.0124182723729732
AggReturn,2021-01-08 00:00:00,W,0.2,0.0124182723729732
AggReturn,2021-01-11 00:00:00,M,0.1,0.0283587901963945
AggReturn,2021-01-11 00:00:00,M,0.2,0.0283587901963945
AggReturn,2021-01-11 00:00:00,W,0.1,0.0283587901963945
AggReturn,2021-01-11 00:00:00,W,0.2,0.0283587901963945
AggReturn,2021-01-12 00:00:00,M,0.1,0.033419954467781
AggReturn,2021-01-12 00:00:00,M,0.2,0.033419954467781
AggReturn,2021-01-12 00:00:00,W,0.1,0.033419954467781
AggReturn,2021-01-12 00:00:00,W,0.2,0.033419954467781
AggReturn,2021-01-13 00:00:00,M,0.1,0.0067594717898533
AggReturn,2021-01-13 00:00:00,M,0.2,0.0067594717898533
AggReturn,2021-01-13 00:00:00,W,0.1,0.0067594717898533
AggReturn,2021-01-13 00:00:00,W,0.2,0.0067594717898533
AggReturn,2021-01-14 00:00:00,M,0.1,0.0023616511160461
AggReturn,2021-01-14 00:00:00,M,0.2,0.0023616511160461
AggReturn,2021-01-14 00:00:00,W,0.1,0.0023616511160461
AggReturn,2021-01-14 00:00:00,W,0.2,0.0023616511160461
AggReturn,2021-01-15 00:00:00,M,0.1,0.0080778149081532
AggReturn,2021-01-15 00:00:00,M,0.2,0.0080778149081532
AggReturn,2021-01-15 00:00:00,W,0.1,0.0080778149081532
AggReturn,2021-01-15 00:00:00,W,0.2,0.0080778149081532
AggReturn,2021-01-19 00:00:00,M,0.1,0.0128785534914233
AggReturn,2021-01-19 00:00:00,M,0.2,0.0128785534914233
AggReturn,2021-01-19 00:00:00,W,0.1,0.0128785534914233
AggReturn,2021-01-19 00:00:00,W,0.2,0.0128785534914233
AggReturn,2021-01-20 00:00:00,M,0.1,0.0273511100407185
AggReturn,2021-01-20 00:00:00,M,0.2,0.0273511100407185
AggReturn,2021-01-20 00:00:00,W,0.1,0.0273511100407185
AggReturn,2021-01-20 00:00:00,W,0.2,0.0273511100407185
AggReturn,2021-01-21 00:00:00,M,0.1,0.0268657351430827
AggReturn,2021-01-21 00:00:00,M,0.2,0.0268657351430827
AggReturn,2021-01-21 00:00:00,W,0.1,0.0268657351430827
AggReturn,2021-01-21 00:00:00,W,0.2,0.0268657351430827
AggReturn,2021-01-22 00:00:00,M,0.1,-0.0113995363183759
AggReturn,2021-01-22 00:00:00,M,0.2,-0.0113995363183759
AggReturn,2021-01-22 00:00:00,W,0.1,-0.0113995363183759
AggReturn,2021-01-22 00:00:00,W,0.2,-0.0113995363183759
AggReturn,2021-01-25 00:00:00,M,0.1,0.0174112477041843
AggReturn,2021-01-25 00:00:00,M,0.2,0.0174112477041843
AggReturn,2021-01-25 00:00:00,W,0.1,0.0174112477041843
AggReturn,2021-01-25 00:00:00,W,0.2,0.0174112477041843
AggReturn,2021-01-26 00:00:00,M,0.1,-0.0296388858689887
AggReturn,2021-01-26 00:00:00,M,0.2,-0.0296388858689887
AggReturn,2021-01-26 00:00:00,W,0.1,-0.0296388858689887
AggReturn,2021-01-26 00:00:00,W,0.2,-0.0296388858689887
AggReturn,2021-01-27 00:00:00,M,0.1,-0.0301738608674566
AggReturn,2021-01-27 00:00:00,M,0.2,-0.0301738608674566
AggReturn,2021-01-27 00:00:00,W,0.1,-0.0301738608674566
AggReturn,2021-01-27 00:00:00,W,0.2,-0.0301738608674566
AggReturn,2021-01-28 00:00:00,M,0.1,-0.0122944470627374
AggReturn,2021-01-28 00:00:00,M,0.2,-0.0122944470627374
AggReturn,2021-01-28 00:00:00,W,0.1,-0.0122944470627374
AggReturn,2021-01-28 00:00:00,W,0.2,-0.0122944470627374
AggReturn,2021-01-29 00:00:00,M,0.1,0.0094508600233326
AggReturn,2021-01-29 00:00:00,M,0.2,0.0094508600233326
AggReturn,2021-01-29 00:00:00,W,0.1,0.0094508600233326
AggReturn,2021-01-29 00:00:00,W,0.2,0.0094508600233326
AggReturn,2021-02-01 00:00:00,M,0.1,0.0106444712596758
AggReturn,2021-02-01 00:00:00,M,0.2,0.0106444712596758
AggReturn,2021-02-01 00:00:00,W,0.1,0.0106444712596758
AggReturn,2021-02-01 00:00:00,W,0.2,0.0106444712596758
AggReturn,2021-02-02 00:00:00,M,0.1,0.038495381204143
AggReturn,2021-02-02 00:00:00,M,0.2,0.038495381204143
AggReturn,2021-02-02 00:00:00,W,0.1,0.038495381204143
AggReturn,2021-02-02 00:00:00,W,0.2,0.038495381204143
AggReturn,2021-02-03 00:00:00,M,0.1,-0.0055921076724905
AggReturn,2021-02-03 00:00:00,M,0.2,-0.0055921076724905
AggReturn,2021-02-03 00:00:00,W,0.1,-0.0055921076724905
AggReturn,2021-02-03 00:00:00,W,0.2,-0.0055921076724905
AggReturn,2021-02-04 00:00:00,M,0.1,-0.0033460059511109
AggReturn,2021-02-04 00:00:00,M,0.2,-0.0033460059511109
AggReturn,2021-02-04 00:00:00,W,0.1,-0.0033460059511109
AggReturn,2021-02-04 00:00:00,W,0.2,-0.0033460059511109
AggReturn,2021-02-05 00:00:00,M,0.1,-0.0041668182911398
AggReturn,2021-02-05 00:00:00,M,0.2,-0.0041668182911398
AggReturn,2021-02-05 00:00:00,W,0.1,-0.0041668182911398
AggReturn,2021-02-05 00:00:00,W,0.2,-0.0041668182911398
AggReturn,2021-02-08 00:00:00,M,0.1,0.0160887388883342
AggReturn,2021-02-08 00:00:00,M,0.2,0.0160887388883342
AggReturn,2021-02-08 00:00:00,W,0.1,0.0160887388883342
AggReturn,2021-02-08 00:00:00,W,0.2,0.0160887388883342
AggReturn,2021-02-09 00:00:00,M,0.1,-0.0162124414901106
AggReturn,2021-02-09 00:00:00,M,0.2,-0.0162124414901106
AggReturn,2021-02-09 00:00:00,W,0.1,-0.0162124414901106
AggReturn,2021-02-09 00:00:00,W,0.2,-0.0162124414901106
AggReturn,2021-02-10 00:00:00,M,0.1,0.0156035529621389
AggReturn,2021-02-10 00:00:00,M,0.2,0.0156035529621389
AggReturn,2021-02-10 00:00:00,W,0.1,0.0156035529621389
AggReturn,2021-02-10 00:00:00,W,0.2,0.0156035529621389
AggReturn,2021-02-11 00:00:00,M,0.1,0.0097570841317822
AggReturn,2021-02-11 00:00:00,M,0.2,0.0097570841317822
AggReturn,2021-02-11 00:00:00,W,0.1,0.0097570841317822
AggReturn,2021-02-11 00:00:00,W,0.2,0.0097570841317822
AggReturn,2021-02-12 00:00:00,M,0.1,-0.0012246365425595
AggReturn,2021-02-12 00:00:00,M,0.2,-0.0012246365425595
AggReturn,2021-02-12 00:00:00,W,0.1,-0.0012246365425595
AggReturn,2021-02-12 00:00:00,W,0.2,-0.0012246365425595
AggReturn,2021-02-16 00:00:00,M,0.1,0.0033113566496748
AggReturn,2021-02-16 00:00:00,M,0.2,0.0033113566496748
AggReturn,2021-02-16 00:00:00,W,0.1,0.0033113566496748
AggReturn,2021-02-16 00:00:00,W,0.2,0.0033113566496748
AggReturn,2021-02-17 00:00:00,M,0.1,-0.0293806903102205
AggReturn,2021-02-17 00:00:00,M,0.2,-0.0293806903102205
AggReturn,2021-02-17 00:00:00,W,0.1,-0.0293806903102205
AggReturn,2021-02-17 00:00:00,W,0.2,-0.0293806903102205
AggReturn,2021-02-18 00:00:00,M,0.1,-0.0255740852349584
AggReturn,2021-02-18 00:00:00,M,0.2,-0.0255740852349584
AggReturn,2021-02-18 00:00:00,W,0.1,-0.0255740852349584
AggReturn,2021-02-18 00:00:00,W,0.2,-0.0255740852349584
AggReturn,2021-02-19 00:00:00,M,0.1,0.0176106869687082
AggReturn,2021-02-19 00:00:00,M,0.2,0.0176106869687082
AggReturn,2021-02-19 00:00:00,W,0.1,0.0176106869687082
AggReturn,2021-02-19 00:00:00,W,0.2,0.0176106869687082
AggReturn,2021-02-22 00:00:00,M,0.1,-0.0071472114066837
AggReturn,2021-02-22 00:00:00,M,0.2,-0.0071472114066837
AggReturn,2021-02-22 00:00:00,W,0.1,-0.0071472114066837
AggReturn,2021-02-22 00:00:00,W,0.2,-0.0071472114066837
AggReturn,2021-02-23 00:00:00,M,0.1,-0.0589202542181341
AggReturn,2021-02-23 00:00:00,M,0.2,-0.0589202542181341
AggReturn,2021-02-23 00:00:00,W,0.1,-0.0589242707749375
AggReturn,2021-02-23 00:00:00,W,0.2,-0.0589242707749375
AggReturn,2021-02-24 00:00:00,M,0.1,0.0176315364217432
AggReturn,2021-02-24 00:00:00,M,0.2,0.0176315364217432
AggReturn,2021-02-24 00:00:00,W,0.1,0.0085614237279356
AggReturn,2021-02-24 00:00:00,W,0.2,0.0085614237279356
AggReturn,2021-02-25 00:00:00,M,0.1,-0.0084224251090836
AggReturn,2021-02-25 00:00:00,M,0.2,-0.0084224251090836
AggReturn,2021-02-25 00:00:00,W,0.1,-0.0084531064969363
AggReturn,2021-02-25 00:00:00,W,0.2,-0.0084531064969363
AggReturn,2021-02-26 00:00:00,M,0.1,-0.0257271529338971
AggReturn,2021-02-26 00:00:00,M,0.2,-0.0257271529338971
AggReturn,2021-02-26 00:00:00,W,0.1,-0.025137117442851
AggReturn,2021-02-26 00:00:00,W,0.2,-0.025137117442851
AggReturn,2021-03-01 00:00:00,M,0.1,0.0221957452760698
AggReturn,2021-03-01 00:00:00,M,0.2,0.0221957452760698
AggReturn,2021-03-01 00:00:00,W,0.1,0.020600418011117
AggReturn,2021-03-01 00:00:00,W,0.2,0.020600418011117
AggReturn,2021-03-02 00:00:00,M,0.1,0.0194606797166351
AggReturn,2021-03-02 00:00:00,M,0.2,0.0194606797166351
AggReturn,2021-03-02 00:00:00,W,0.1,0.0078979058788843
AggReturn,2021-03-02 00:00:00,W,0.2,0.0078979058788843
AggReturn,2021-03-03 00:00:00,M,0.1,0.0
AggReturn,2021-03-03 00:00:00,M,0.2,-0.0358117647058824
AggReturn,2021-03-03 00:00:00,W,0.1,0.0
AggReturn,2021-03-03 00:00:00,W,0.2,-0.0358117647058824
AggReturn,2021-03-04 00:00:00,M,0.1,0.0
AggReturn,2021-03-04 00:00:00,M,0.2,-0.0732832251451998
AggReturn,2021-03-04 00:00:00,W,0.1,0.0
AggReturn,2021-03-04 00:00:00,W,0.2,-0.0732832251451998
AggReturn,2021-03-05 00:00:00,M,0.1,0.0
AggReturn,2021-03-05 00:00:00,M,0.2,-0.028633969716919
AggReturn,2021-03-05 00:00:00,W,0.1,0.0
AggReturn,2021-03-05 00:00:00,W,0.2,-0.028633969716919
AggReturn,2021-03-08 00:00:00,M,0.1,0.0
AggReturn,2021-03-08 00:00:00,M,0.2,-0.0172856073005513
AggReturn,2021-03-08 00:00:00,W,0.1,0.0
AggReturn,2021-03-08 00:00:00,W,0.2,-0.0172856073005513
AggReturn,2021-03-09 00:00:00,M,0.1,0.0
AggReturn,2021-03-09 00:00:00,M,0.2,0.0013724137931034
AggReturn,2021-03-09 00:00:00,W,0.1,0.0
AggReturn,2021-03-09 00:00:00,W,0.2,0.0013724137931034
AggReturn,2021-03-10 00:00:00,M,0.1,0.0
AggReturn,2021-03-10 00:00:00,M,0.2,0.0547868786975116
AggReturn,2021-03-10 00:00:00,W,0.1,0.0
AggReturn,2021-03-10 00:00:00,W,0.2,0.0547868786975116
AggReturn,2021-03-11 00:00:00,M,0.1,0.0
AggReturn,2021-03-11 00:00:00,M,0.2,-0.0140708045496689
AggReturn,2021-03-11 00:00:00,W,0.1,0.0
AggReturn,2021-03-11 00:00:00,W,0.2,-0.0140708045496689
AggReturn,2021-03-12 00:00:00,M,0.1,0.0
AggReturn,2021-03-12 00:00:00,M,0.2,0.0139139994304597
AggReturn,2021-03-12 00:00:00,W,0.1,0.0
AggReturn,2021-03-12 00:00:00,W,0.2,0.0139139994304597
AggReturn,2021-03-15 00:00:00,M,0.1,0.0
AggReturn,2021-03-15 00:00:00,M,0.2,0.0036512083605486
AggReturn,2021-03-15 00:00:00,W,0.1,0.0
AggReturn,2021-03-15 00:00:00,W,0.2,0.0036512083605486
AggReturn,2021-03-16 00:00:00,M,0.1,0.0
AggReturn,2021-03-16 00:00:00,M,0.2,0.0417873342921664
AggReturn,2021-03-16 00:00:00,W,0.1,-3.372249087806622e-06
AggReturn,2021-03-16 00:00:00,W,0.2,0.0417807372560757
AggReturn,2021-03-17 00:00:00,M,0.1,0.0
AggReturn,2021-03-17 00:00:00,M,0.2,-0.0529735132433782
AggReturn,2021-03-17 00:00:00,W,0.1,-0.0054127198917456
AggReturn,2021-03-17 00:00:00,W,0.2,-0.0054127198917456
AggReturn,2021-03-18 00:00:00,M,0.1,0.0
AggReturn,2021-03-18 00:00:00,M,0.2,-0.0181332453825857
AggReturn,2021-03-18 00:00:00,W,0.1,-0.0068503401360543
AggReturn,2021-03-18 00:00:00,W,0.2,-0.0068503401360543
AggReturn,2021-03-19 00:00:00,M,0.1,0.0
AggReturn,2021-03-19 00:00:00,M,0.2,-0.0339332621211815
AggReturn,2021-03-19 00:00:00,W,0.1,-0.0150486667168974
AggReturn,2021-03-19 00:00:00,W,0.2,-0.0150486667168974
AggReturn,2021-03-22 00:00:00,M,0.1,0.0
AggReturn,2021-03-22 00:00:00,M,0.2,0.0115716272600834
AggReturn,2021-03-22 00:00:00,W,0.1,-0.0003407605218503
AggReturn,2021-03-22 00:00:00,W,0.2,-0.0003407605218503
AggReturn,2021-03-23 00:00:00,M,0.1,0.0
AggReturn,2021-03-23 00:00:00,M,0.2,0.0167739096958696
AggReturn,2021-03-23 00:00:00,W,0.1,0.004897493512908
AggReturn,2021-03-23 00:00:00,W,0.2,0.004897493512908
AggReturn,2021-03-24 00:00:00,M,0.1,0.0
AggReturn,2021-03-24 00:00:00,M,0.2,-0.0250432713111207
AggReturn,2021-03-24 00:00:00,W,0.1,0.0094564938975847
AggReturn,2021-03-24 00:00:00,W,0.2,0.0094564938975847
AggReturn,2021-03-25 00:00:00,M,0.1,0.0
AggReturn,2021-03-25 00:00:00,M,0.2,-0.055748959778086
AggReturn,2021-03-25 00:00:00,W,0.1,-0.029914207534101
AggReturn,2021-03-25 00:00:00,W,0.2,-0.029914207534101
AggReturn,2021-03-26 00:00:00,M,0.1,0.0
AggReturn,2021-03-26 00:00:00,M,0.2,0.0212101850015791
AggReturn,2021-03-26 00:00:00,W,0.1,0.0154324696900074
AggReturn,2021-03-26 00:00:00,W,0.2,0.0154324696900074
AggReturn,2021-03-29 00:00:00,M,0.1,0.0
AggReturn,2021-03-29 00:00:00,M,0.2,0.0289106717775748
AggReturn,2021-03-29 00:00:00,W,0.1,-0.0009607485484343
AggReturn,2021-03-29 00:00:00,W,0.2,-0.0009607485484343
AggReturn,2021-03-30 00:00:00,M,0.1,0.0
AggReturn,2021-03-30 00:00:00,M,0.2,-0.0194521524579049
AggReturn,2021-03-30 00:00:00,W,0.1,-0.0160278745644599
AggReturn,2021-03-30 00:00:00,W,0.2,-0.0160278745644599
AggReturn,2021-03-31 00:00:00,M,0.1,0.0
AggReturn,2021-03-31 00:00:00,M,0.2,0.0355345508461286
AggReturn,2021-03-31 00:00:00,W,0.1,0.0063597733711049
AggReturn,2021-03-31 00:00:00,W,0.2,0.0063597733711049
AggReturn,2021-04-01 00:00:00,M,0.1,-3.475939546459408e-06
AggReturn,2021-04-01 00:00:00,M,0.2,0.0454461948786301
AggReturn,2021-04-01 00:00:00,W,0.1,0.0120832101788905
AggReturn,2021-04-01 00:00:00,W,0.2,0.0120832101788905
AggReturn,2021-04-05 00:00:00,M,0.1,0.0123144317352152
AggReturn,2021-04-05 00:00:00,M,0.2,0.0123144317352152
AggReturn,2021-04-05 00:00:00,W,0.1,0.0123144317352152
AggReturn,2021-04-05 00:00:00,W,0.2,0.0123144317352152
AggReturn,2021-04-06 00:00:00,M,0.1,0.0021911447529294
AggReturn,2021-04-06 00:00:00,M,0.2,0.0021911447529294
AggReturn,2021-04-06 00:00:00,W,0.1,0.0021911447529294
AggReturn,2021-04-06 00:00:00,W,0.2,0.0021911447529294
AggReturn,2021-04-07 00:00:00,M,0.1,0.0305883965594051
AggReturn,2021-04-07 00:00:00,M,0.2,0.0305883965594051
AggReturn,2021-04-07 00:00:00,W,0.1,0.0305883965594051
AggReturn,2021-04-07 00:00:00,W,0.2,0.0305883965594051
AggReturn,2021-04-08 00:00:00,M,0.1,0.007415141519472
AggReturn,2021-04-08 00:00:00,M,0.2,0.007415141519472
AggReturn,2021-04-08 00:00:00,W,0.1,0.007415141519472
AggReturn,2021-04-08 00:00:00,W,0.2,0.007415141519472
AggReturn,2021-04-09 00:00:00,M,0.1,0.0025679449179116
AggReturn,2021-04-09 00:00:00,M,0.2,0.0025679449179116
AggReturn,2021-04-09 00:00:00,W,0.1,0.0025679449179116
AggReturn,2021-04-09 00:00:00,W,0.2,0.0025679449179116
AggReturn,2021-04-12 00:00:00,M,0.1,0.024092656974294
AggReturn,2021-04-12 00:00:00,M,0.2,0.024092656974294
AggReturn,2021-04-12 00:00:00,W,0.1,0.024092656974294
AggReturn,2021-04-12 00:00:00,W,0.2,0.024092656974294
AggReturn,2021-04-13 00:00:00,M,0.1,-0.0035748500298975
AggReturn,2021-04-13 00:00:00,M,0.2,-0.0035748500298975
AggReturn,2021-04-13 00:00:00,W,0.1,-0.0035812300744472
AggReturn,2021-04-13 00:00:00,W,0.2,-0.0035812300744472
AggReturn,2021-04-14 00:00:00,M,0.1,-0.0089046620422648
AggReturn,2021-04-14 00:00:00,M,0.2,-0.0089046620422648
AggReturn,2021-04-14 00:00:00,W,0.1,-0.0012360248447205
AggReturn,2021-04-14 00:00:00,W,0.2,-0.0012360248447205
AggReturn,2021-04-15 00:00:00,M,0.1,-0.0058270125980663
AggReturn,2021-04-15 00:00:00,M,0.2,-0.0058270125980663
AggReturn,2021-04-15 00:00:00,W,0.1,-0.0222511054035733
AggReturn,2021-04-15 00:00:00,W,0.2,-0.0222511054035733
AggReturn,2021-04-16 00:00:00,M,0.1,0.0150622134905042
AggReturn,2021-04-16 00:00:00,M,0.2,0.0150622134905042
AggReturn,2021-04-16 00:00:00,W,0.1,0.018934888661328
AggReturn,2021-04-16 00:00:00,W,0.2,0.018934888661328
AggReturn,2021-04-19 00:00:00,M,0.1,-0.0156064516129033
AggReturn,2021-04-19 00:00:00,M,0.2,-0.0156064516129033
AggReturn,2021-04-19 00:00:00,W,0.1,-0.0191885143570537
AggReturn,2021-04-19 00:00:00,W,0.2,-0.0191885143570537
AggReturn,2021-04-20 00:00:00,M,0.1,0.019124268421363
AggReturn,2021-04-20 00:00:00,M,0.2,0.019124268421363
AggReturn,2021-04-20 00:00:00,W,0.1,-0.0071280373712816
AggReturn,2021-04-20 00:00:00,W,0.2,-0.0071280373712816
AggReturn,2021-04-21 00:00:00,M,0.1,-0.0141094154946334
AggReturn,2021-04-21 00:00:00,M,0.2,-0.0141094154946334
AggReturn,2021-04-21 00:00:00,W,0.1,-0.0293065651321102
AggReturn,2021-04-21 00:00:00,W,0.2,-0.0293065651321102
AggReturn,2021-04-22 00:00:00,M,0.1,-0.0034636835067348
AggReturn,2021-04-22 00:00:00,M,0.2,-0.0034636835067348
AggReturn,2021-04-22 00:00:00,W,0.1,0.0365307658782045
AggReturn,2021-04-22 00:00:00,W,0.2,0.0365307658782045
AggReturn,2021-04-23 00:00:00,M,0.1,-0.0299396494167856
AggReturn,2021-04-23 00:00:00,M,0.2,-0.0299396494167856
AggReturn,2021-04-23 00:00:00,W,0.1,0.0067849088337601
AggReturn,2021-04-23 00:00:00,W,0.2,0.0067849088337601
AggReturn,2021-04-26 00:00:00,M,0.1,-0.0092712550607287
