Field,StrategyOrDate,PRICE_LOWER_LIMIT,TOP_N_COUNT,Value
AggReturn,2019-01-29 00:00:00,1200,2,0.0041437848599333
AggReturn,2019-01-29 00:00:00,1200,4,-0.0058302732457613
AggReturn,2019-01-29 00:00:00,1200,8,-0.0073926885796417
AggReturn,2019-01-29 00:00:00,500,12,0.0034538789796102
AggReturn,2019-01-29 00:00:00,500,16,0.0091790317585898
AggReturn,2019-01-29 00:00:00,500,2,0.0144112918423476
AggReturn,2019-01-29 00:00:00,500,4,0.0209942123526573
AggReturn,2019-01-29 00:00:00,500,8,0.001875112535295
AggReturn,2019-01-29 00:00:00,800,12,0.002945785507506
AggReturn,2019-01-29 00:00:00,800,16,0.0004285624020476
AggReturn,2019-01-29 00:00:00,800,2,0.0063115415276972
AggReturn,2019-01-29 00:00:00,800,4,0.0068489898415727
AggReturn,2019-01-29 00:00:00,800,8,-0.0004452724362564
AggReturn,2019-01-30 00:00:00,1200,12,0.0125099253745479
AggReturn,2019-01-30 00:00:00,1200,16,0.0110942782258562
AggReturn,2019-01-30 00:00:00,1200,2,-0.0039154186934065
AggReturn,2019-01-30 00:00:00,1200,4,-0.0052263488989265
AggReturn,2019-01-30 00:00:00,1200,8,0.0054062366008332
AggReturn,2019-01-30 00:00:00,500,12,0.0014511912658608
AggReturn,2019-01-30 00:00:00,500,16,0.0030760642529745
AggReturn,2019-01-30 00:00:00,500,2,0.017662357114093
AggReturn,2019-01-30 00:00:00,500,4,0.007996790821256
AggReturn,2019-01-30 00:00:00,500,8,0.0013127090898123
AggReturn,2019-01-30 00:00:00,800,12,0.0034670919016389
AggReturn,2019-01-30 00:00:00,800,16,0.0086861387323406
AggReturn,2019-01-30 00:00:00,800,2,-0.0093914383062247
AggReturn,2019-01-30 00:00:00,800,4,-0.0025601043449288
AggReturn,2019-01-30 00:00:00,800,8,0.0017178159569609
AggReturn,2019-01-31 00:00:00,1200,12,-0.0090025230412469
AggReturn,2019-01-31 00:00:00,1200,16,-0.0135906721111719
AggReturn,2019-01-31 00:00:00,1200,2,0.0314354174087045
AggReturn,2019-01-31 00:00:00,1200,4,0.0267887659640916
AggReturn,2019-01-31 00:00:00,1200,8,0.0030494388954499
